   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5156661e-04   2.9965019e-02   6.4630319e-02   4.4550013e-01   1.9448414e-01   1.5073741e-02   2.5019508e-01
   2.6857386e-04   2.7960222e-01   3.9034595e-01   1.0899894e-01   1.8064269e-03   1.8113179e-01   3.7846106e-02
   3.9104501e-04   7.8461132e-04   1.3697622e-01   2.0616250e-01   1.3635609e-01   2.5872291e-01   2.6060662e-01
   4.2333065e-04   1.3163432e-02   1.7996709e-01   3.6367868e-01   4.0195417e-01   3.6815938e-03   3.7131713e-02
   5.6437652e-04   8.5834523e-02   2.8203836e-01   8.7888805e-02   2.6958124e-01   3.1141754e-02   2.4295094e-01
   6.1483965e-04   4.7699416e-01   1.7050837e-01   2.6474937e-01   4.1701470e-02   3.9834769e-02   5.5970225e-03
   6.5728858e-04   8.4400617e-02   3.2438454e-01   1.6446268e-01   2.3867680e-01   6.0285529e-02   1.2713255e-01
   7.2487450e-04   2.3401532e-01   1.3617357e-02   1.0452160e-01   2.0076136e-01   1.7476020e-01   2.7159930e-01
   7.7268194e-04   3.0082492e-03   1.1080640e-02   1.7747146e-01   1.7466224e-02   2.5179107e-01   5.3840967e-01
   9.3744176e-04   1.5152779e-01   3.7625855e-02   3.6240616e-01   2.8208177e-01   1.2764978e-01   3.7771205e-02
   1.1436127e-03   1.8832865e-01   2.3723857e-01   1.5047107e-03   3.0066128e-01   1.4871754e-01   1.2240564e-01
   1.6628629e-03   6.1795324e-03   4.8948234e-01   8.1572615e-03   3.2178303e-02   3.0209544e-01   1.6024425e-01
   1.7760605e-03   7.3771962e-02   2.3193263e-01   1.9390892e-01   1.5173370e-01   5.5163840e-02   2.9171288e-01
   1.8170497e-03   2.7602478e-02   4.3897225e-02   2.4723978e-02   2.7183329e-01   3.6327572e-01   2.6685026e-01
   1.8892825e-03   3.5355697e-02   1.8629427e-01   3.3486227e-01   2.7970371e-01   1.2758654e-01   3.4308228e-02
   2.0086860e-03   1.9599505e-01   1.1097139e-01   2.0688210e-01   2.2568151e-01   1.9487114e-02   2.3897414e-01
   2.0589962e-03   5.6367649e-02   4.3259925e-01   8.0685067e-02   3.8941606e-01   1.3702746e-02   2.5170234e-02
   2.3803101e-03   4.4019952e-02   1.4593331e-01   4.0480945e-01   3.0197874e-02   1.1878434e-01   2.5387476e-01
   2.4977293e-03   4.5186194e-02   3.0971844e-01   1.8142598e-01   4.1757493e-01   3.9963669e-02   3.6330609e-03
   2.8919418e-03   3.0128223e-01   3.9154961e-01   1.7343638e-01   2.8956949e-02   6.5001821e-03   9.5382706e-02
   3.0741064e-03   4.7923395e-03   3.1261116e-01   2.2192263e-01   3.1367202e-02   2.6589413e-01   1.6033844e-01
   3.1633353e-03   2.2253876e-02   2.4291888e-01   1.5027918e-01   2.0759061e-01   3.4122171e-01   3.2572405e-02
   3.3059988e-03   9.2565671e-02   1.5618800e-01   2.9045232e-01   3.0002049e-01   2.8710546e-03   1.5459646e-01
   3.4370397e-03   1.4031412e-01   5.9661856e-01   9.4153469e-02   9.9730379e-02   1.0680948e-02   5.5065483e-02
   3.6590473e-03   1.4874144e-01   2.2177459e-01   2.1245567e-01   4.4508692e-02   3.6232702e-01   6.5335387e-03
   3.7860035e-03   3.0480502e-01   1.2711771e-04   1.3906802e-01   7.2999132e-02   8.1089345e-02   3.9812537e-01
   3.9386177e-03   3.9969695e-01   9.4499309e-02   1.4561891e-02   3.4410510e-02   1.8366463e-01   2.6922809e-01
   4.1076297e-03   2.8303968e-01   1.2015339e-01   1.7366677e-01   9.3005284e-02   1.3051474e-02   3.1297578e-01
   4.3624349e-03   4.8484816e-02   3.2419941e-01   2.8617265e-01   1.6252830e-01   1.5752500e-01   1.6727383e-02
   4.5473584e-03   5.9436294e-01   1.2833760e-01   3.7497854e-02   4.2958688e-02   6.6079613e-02   1.2621595e-01
   4.7854913e-03   3.0450898e-02   2.8164333e-01   2.7430994e-02   3.3886499e-01   1.3143238e-01   1.8539192e-01
   4.8075654e-03   1.7985303e-02   7.6226325e-02   2.6263716e-01   2.1673457e-01   2.5795063e-01   1.6365844e-01
   4.8127955e-03   3.2493074e-01   5.0263247e-02   1.8260461e-01   3.8324112e-02   2.8391879e-01   1.1514571e-01
   5.1964994e-03   3.4280092e-02   5.9505287e-01   1.0852568e-01   7.7118640e-02   1.0977095e-01   7.0055270e-02
   5.2605210e-03   8.7925852e-02   2.5551102e-02   6.9388778e-02   2.0290581e-02   4.8446894e-01   3.0711423e-01
   5.3535836e-03   1.3623941e-01   1.4056400e-01   1.5639311e-03   1.4544770e-02   4.7413529e-01   2.2759902e-01
   5.7253448e-03   3.1235751e-02   3.9354861e-03   2.2080985e-01   1.6156171e-01   3.6450979e-01   2.1222206e-01
   5.8685161e-03   1.0636503e-01   3.3036802e-01   2.6386428e-01   4.0877645e-03   1.1330059e-01   1.7614580e-01
   6.0121984e-03   7.8960162e-03   3.1098590e-01   5.3009733e-02   3.0085102e-01   3.1974598e-01   1.4991590e-03
   6.6021426e-03   2.3879914e-02   3.2678560e-03   3.5553361e-01   2.6941636e-01   1.7503000e-01   1.6627011e-01
   6.9830939e-03   4.0348615e-03   2.7798052e-01   1.7682316e-03   1.8283671e-01   2.6771055e-01   2.5868603e-01
   7.2657005e-03   2.3417724e-01   3.0396388e-01   6.6328364e-02   6.7306476e-02   1.7941950e-01   1.4153883e-01
   7.2963113e-03   4.5642481e-01   6.3640049e-02   1.9416295e-01   4.0535063e-03   2.7158492e-01   2.8374544e-03
   7.4505756e-03   1.0224451e-02   1.2716860e-02   4.7779840e-01   3.1236240e-01   6.8885896e-02   1.1056141e-01
   7.6226220e-03   1.9461073e-01   3.1163300e-01   2.9290202e-01   1.4728041e-01   1.7971046e-02   2.7980172e-02
   7.9525372e-03   1.5200834e-02   4.0430889e-02   4.6020458e-01   1.1145954e-02   3.4241923e-01   1.2264597e-01
   7.9895783e-03   4.1079610e-01   7.7765937e-02   2.0865352e-03   1.3043334e-01   1.2091764e-02   3.5883675e-01
   7.9914733e-03   1.8517492e-01   1.1842790e-01   1.2770131e-01   4.5855264e-01   1.0571303e-02   9.1580454e-02
   8.5834722e-03   1.9606886e-01   2.9819300e-01   2.6896743e-02   1.8090667e-01   2.7310413e-01   1.6247135e-02
   8.8294352e-03   2.9395882e-02   3.7074762e-01   4.4148026e-01   3.3867046e-03   6.9897740e-02   7.6262355e-02
   8.8404554e-03   1.4015923e-01   8.5497031e-02   4.6671559e-03   3.4902909e-01   3.8506071e-01   2.6746336e-02
   9.5638709e-03   8.5469834e-02   5.4985044e-02   5.8600786e-02   3.7314308e-01   1.1026266e-01   3.0797473e-01
   9.5938245e-03   3.0125060e-01   2.1122056e-02   7.1529083e-04   1.8491981e-01   3.7307186e-01   1.0932656e-01
   9.9446759e-03   1.0723751e-01   3.1282318e-01   9.1923671e-02   9.7076196e-02   7.7540008e-02   3.0345476e-01
   1.0375035e-02   1.3853994e-02   4.2794349e-02   7.2516760e-02   2.1907808e-01   2.5035939e-01   3.9102239e-01
   1.0389448e-02   5.2944182e-01   2.5915488e-01   1.3165216e-02   5.5820208e-02   7.9466790e-02   5.2561640e-02
   1.0481203e-02   4.4601970e-02   4.4282462e-01   1.2775182e-01   1.3446021e-01   1.9002609e-01   4.9854084e-02
   1.0561047e-02   3.2928826e-01   1.7288599e-01   3.7486336e-01   1.0163904e-01   1.0491545e-02   2.7076785e-04
   1.1071235e-02   7.5169411e-02   3.9193642e-01   2.2381239e-02   2.8676502e-01   1.9295540e-01   1.9721270e-02
   1.1207004e-02   5.6524633e-02   6.2928134e-02   2.9605106e-01   3.5861611e-01   1.4732368e-01   6.7349374e-02
   1.1355915e-02   7.4541075e-02   4.2833978e-01   1.1547263e-01   1.2531045e-02   4.4380571e-02   3.1337899e-01
   1.1417463e-02   7.8967978e-02   2.6868846e-01   3.8090480e-01   3.1231319e-02   2.4183049e-02   2.0460693e-01
   1.1427301e-02   3.8593913e-01   1.1246328e-01   2.7983064e-01   2.4216030e-02   6.3610362e-03   1.7976259e-01
   1.1560694e-02   5.5580258e-03   1.9564251e-01   2.2454424e-02   1.5518008e-01   4.3041352e-01   1.7919075e-01
   1.1736383e-02   3.6713813e-02   5.2452603e-01   3.1026181e-01   8.1853747e-02   3.3704484e-02   1.2037316e-03
   1.1760420e-02   3.2342138e-02   2.1985712e-01   9.0351544e-02   1.8415120e-01   5.6078801e-02   4.0545878e-01
   1.1946371e-02   4.0325992e-01   1.8409005e-01   1.7346800e-02   7.8349166e-02   1.3744786e-01   1.6755984e-01
   1.1951783e-02   1.7141011e-01   3.9434048e-03   9.3089387e-02   6.7942892e-03   3.6803319e-01   3.4477784e-01
   1.2022921e-02   1.8106762e-01   7.2736491e-02   4.4505200e-01   1.3900030e-01   6.7706377e-02   8.2414287e-02
   1.2097116e-02   2.9989644e-01   1.8025569e-02   9.4184566e-02   4.3644795e-01   5.3314527e-02   8.6033839e-02
   1.2178646e-02   4.0011704e-01   4.1366126e-01   6.1378312e-02   6.4082115e-02   2.1215621e-02   2.7367008e-02
   1.2381126e-02   3.0266920e-01   3.7707109e-01   1.5144671e-04   2.9996886e-01   4.4155453e-03   3.3427259e-03
   1.2554051e-02   3.3018789e-01   4.0660205e-02   3.8220712e-01   1.0942946e-01   2.6329646e-03   1.2232832e-01
   1.2584185e-02   1.7402333e-01   3.5249869e-01   5.3455230e-02   2.5437120e-01   3.3034632e-02   1.2003274e-01
   1.2625455e-02   4.9197511e-02   3.0483179e-02   2.7058879e-01   2.2952435e-01   2.0217985e-02   3.8736273e-01
   1.2777078e-02   9.6141020e-02   1.5680519e-01   1.2907100e-01   1.8060805e-02   1.3922995e-01   4.4791496e-01
   1.2890751e-02   8.4434418e-02   2.7070577e-02   9.6680632e-04   2.2848856e-01   5.6558170e-01   8.0567193e-02
   1.2935660e-02   1.2581277e-01   3.0018749e-02   1.5890242e-01   1.7892499e-01   4.5403954e-01   3.9365860e-02
   1.3234909e-02   2.5316236e-01   1.2107218e-01   1.4251194e-01   1.2964720e-01   1.4603363e-01   1.9433778e-01
   1.3380914e-02   2.1508743e-01   1.7129824e-01   1.8073093e-01   1.0652081e-02   2.0456259e-01   2.0428781e-01
   1.3437586e-02   3.4121460e-01   1.2097443e-01   9.8077210e-03   3.0262659e-01   1.7548437e-01   3.6454703e-02
   1.3724556e-02   8.9106083e-02   1.8033214e-01   1.1711775e-02   3.0775135e-01   9.7316040e-02   3.0005806e-01
   1.4354584e-02   3.1426419e-01   1.6964617e-01   1.3018991e-03   3.1125903e-01   4.6618081e-02   1.4255604e-01
   1.4405080e-02   1.8505511e-01   2.7813497e-01   5.5357436e-02   2.3163736e-03   8.7231086e-02   3.7749994e-01
   1.4413173e-02   3.8902678e-01   2.8406812e-01   2.0766915e-01   6.3700197e-02   1.4582087e-02   2.6540493e-02
   1.4474393e-02   2.1036408e-03   3.2654227e-02   2.8410888e-01   2.7363418e-02   2.4387873e-01   3.9541671e-01
