   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1675607e-04   1.2913284e-01   2.5085453e-01   1.1994974e-02   5.2364241e-03   6.2667396e-02   1.0113464e-01   2.0074801e-01   2.2076515e-01   1.7249285e-02
   2.3404232e-04   1.5110652e-02   1.6685986e-02   1.4415355e-01   2.9752891e-01   1.4239658e-02   4.2917739e-02   2.0863972e-01   1.7736280e-01   8.3126934e-02
   2.7945254e-04   8.1356683e-03   2.7879581e-01   3.7819717e-01   1.7871779e-01   3.7401132e-02   7.0579595e-02   1.0349057e-02   2.7678269e-02   9.8660579e-03
   3.2954358e-04   1.6592519e-01   1.0380623e-02   1.0051079e-02   2.8044159e-01   1.0051079e-02   2.9395288e-01   1.5505026e-01   2.6363487e-02   4.7454276e-02
   3.3114449e-04   1.1252948e-01   1.2482420e-01   1.7533039e-02   2.5548777e-01   1.5269754e-02   1.1377626e-01   9.5620886e-02   3.5105183e-02   2.2952228e-01
   3.3269458e-04   9.0432734e-03   2.6189183e-01   2.2434845e-02   8.6026726e-03   1.8179952e-02   1.3474555e-01   2.7319493e-01   1.2407566e-01   1.4749860e-01
   3.5911810e-04   2.2926308e-01   1.6643612e-01   1.5705899e-01   5.5038639e-03   8.5190091e-03   6.2238083e-03   2.5769368e-01   2.2010929e-02   1.4693140e-01
   5.2947406e-04   1.6166608e-01   2.6473703e-02   5.0829509e-02   3.0885987e-02   3.5298270e-04   1.1754324e-01   3.2615602e-01   1.6254854e-01   1.2301447e-01
   7.3752480e-04   1.3612303e-01   9.8407594e-03   1.4048175e-02   1.7934745e-02   4.8949243e-03   2.4145488e-01   8.7784441e-02   2.4336651e-01   2.4381501e-01
   9.5377138e-04   1.5074613e-01   1.9348820e-01   2.4451242e-01   3.5626813e-02   9.0109129e-02   9.0133162e-03   1.7935505e-01   9.1458411e-02   4.7367522e-03
   1.1359872e-03   1.9151829e-02   1.8632432e-01   3.0520895e-01   3.5923852e-02   7.5789583e-02   1.2282758e-01   6.2071074e-03   1.0579339e-01   1.4163741e-01
   1.3786148e-03   2.3733230e-02   9.3707242e-02   9.8475734e-02   3.1367454e-03   2.6242718e-01   6.0875745e-02   1.0484858e-01   1.0642459e-01   2.4499234e-01
   1.4071236e-03   5.9906680e-03   7.0165642e-02   1.4453761e-01   1.2570920e-01   1.5297685e-01   1.6039888e-01   1.8372915e-01   1.0265977e-01   5.2425098e-02
   1.5175251e-03   6.1167955e-02   4.0967264e-02   8.7462593e-02   5.5405188e-04   3.7986866e-02   1.2005276e-01   1.4653069e-01   2.4840835e-01   2.5535194e-01
   2.0230178e-03   6.6059015e-03   4.8398782e-02   1.8616122e-02   1.9446561e-01   1.1635717e-01   1.9493800e-01   1.6353590e-01   1.0615491e-01   1.4890459e-01
   2.4404364e-03   2.2284925e-01   1.8272291e-01   1.6540159e-01   1.8268198e-03   1.5538965e-01   5.4711507e-02   1.8051246e-02   1.5387722e-01   4.2729377e-02
   2.6110968e-03   1.0760386e-01   1.4373732e-01   1.8220044e-01   1.7243648e-01   7.8058538e-03   4.0475874e-02   3.0584940e-02   6.7090777e-03   3.0583507e-01
