   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.7255339e-04   2.5283236e-01   1.6862476e-01   1.5114701e-01   1.4126336e-01   5.1997066e-02   1.5680726e-01   3.2271774e-02   4.4783849e-02
   3.1454329e-04   2.1631836e-01   2.3186096e-02   5.8805883e-02   1.7839617e-01   1.4267914e-01   3.3132527e-02   3.1765487e-01   2.9512412e-02
   4.4286980e-04   1.7390021e-01   2.3885444e-01   6.0230292e-02   5.9049306e-04   2.2586360e-01   1.2252731e-02   4.2810747e-03   2.8358429e-01
   6.0240888e-04   1.1541557e-02   2.3383412e-02   1.3660270e-01   1.4814771e-02   1.0038082e-01   3.2621530e-01   3.2867666e-01   5.7782373e-02
   6.2010887e-04   8.6074612e-02   1.8368406e-01   2.4307959e-02   2.8406373e-01   8.9684523e-02   1.4819184e-02   1.2441651e-02   3.0430417e-01
   1.0546298e-03   4.6403712e-03   2.7103987e-01   3.9400970e-01   1.0124446e-01   4.6614638e-02   1.0272094e-01   5.4629825e-02   2.4045560e-02
   1.0761143e-03   1.7793069e-01   2.0564560e-01   1.1726589e-01   1.7953771e-01   8.7317891e-02   9.6699901e-03   1.4147628e-01   8.0079826e-02
   1.1114594e-03   4.0228566e-01   2.7490147e-02   7.7927829e-02   2.3022995e-01   3.4660442e-02   4.2648905e-02   1.2091689e-01   6.2728725e-02
   1.2477486e-03   1.9141512e-01   9.3037623e-02   1.8348847e-02   2.7149566e-01   2.0590517e-02   1.9979071e-01   1.2180095e-01   8.2272822e-02
   1.2980257e-03   2.5891112e-01   1.3554623e-01   2.9577351e-01   7.5290463e-02   3.0897112e-03   1.5727928e-01   1.2698615e-02   6.0113048e-02
