   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.8317516e-04   4.5421931e-01   4.6371104e-03   4.7538405e-01   4.2409517e-03   6.1135406e-02
   5.2475739e-04   5.9923427e-01   9.1994166e-03   2.3442645e-01   1.2249675e-01   3.4118361e-02
   5.5468708e-04   2.3108191e-01   2.4485322e-01   1.1625497e-01   3.3083384e-01   7.6421379e-02
   6.6853515e-04   1.6511281e-03   2.6568707e-01   2.0979765e-02   6.1451056e-01   9.6502939e-02
   7.6528724e-04   2.2887390e-01   9.2056076e-04   3.2030580e-01   4.0771989e-01   4.1414553e-02
   8.4177894e-04   8.1347602e-02   7.0338202e-01   1.1149985e-01   9.0909642e-04   1.0201965e-01
   1.5104159e-03   5.6456904e-01   1.3505975e-01   1.8198943e-02   2.1346522e-01   6.7196631e-02
   1.8403813e-03   2.7541657e-02   4.1702175e-01   5.3876642e-01   1.1831532e-02   2.9982615e-03
   3.0994696e-03   7.3071310e-02   5.1206708e-01   2.8848679e-01   1.1038442e-02   1.1223691e-01
   5.1234062e-03   2.6161992e-01   8.8781199e-02   1.2740546e-01   5.0073749e-01   1.6332521e-02
   6.2581261e-03   2.2522450e-01   2.4768591e-01   7.1540411e-03   2.5998548e-01   2.5369194e-01
   6.5892812e-03   4.9806871e-02   1.5036348e-02   4.3685936e-01   9.3624294e-03   4.8234571e-01
   7.5995037e-03   2.0804768e-01   4.8437086e-02   6.6862196e-01   5.8310908e-02   8.9828601e-03
   7.8978190e-03   1.5374471e-02   9.6960071e-02   5.5399093e-02   2.8770980e-01   5.3665874e-01
   8.7193187e-03   2.9904591e-01   7.9940629e-02   2.3058611e-01   1.6360572e-01   2.1810230e-01
   8.9483777e-03   5.6848139e-02   1.9624486e-01   4.7844830e-01   6.1344179e-02   1.9816614e-01
   1.1512310e-02   3.1908158e-01   2.7094010e-01   1.0342458e-01   1.2322851e-02   2.8271858e-01
   1.2862731e-02   4.2163763e-03   5.2140684e-01   2.7096298e-03   4.1720215e-01   4.1602269e-02
   1.3821705e-02   3.7465212e-02   1.4472248e-02   3.3751189e-01   3.8987900e-01   2.0684995e-01
   1.4882929e-02   4.5583848e-03   7.9969563e-02   1.4471316e-01   5.6804520e-01   1.8783077e-01
   1.5212232e-02   3.8369751e-01   7.8483608e-02   3.5314568e-02   1.9580236e-01   2.9148972e-01
   1.7475835e-02   1.8158187e-02   3.2679563e-01   1.7845277e-02   7.3558245e-02   5.4616683e-01
   2.2611288e-02   1.9342084e-01   3.8228418e-01   4.8521994e-03   2.5073582e-02   3.7175791e-01
   2.3878693e-02   4.0971147e-03   2.2765775e-01   2.3063336e-01   3.2275167e-01   1.9098142e-01
   2.3956776e-02   4.5639912e-02   5.5829874e-02   3.7647176e-01   4.9116480e-01   6.9368714e-03
   2.7289529e-02   2.5254653e-01   8.3960252e-03   6.4733697e-02   3.8445403e-01   2.6258018e-01
   2.7822735e-02   3.0544980e-01   2.6053308e-01   2.3252272e-01   1.5653931e-01   1.7132361e-02
   2.9802754e-02   1.8927968e-01   2.2889433e-02   5.6636746e-02   1.7393506e-01   5.2745633e-01
   3.4221902e-02   4.7910663e-02   2.5216138e-02   2.2658501e-01   3.2420749e-03   6.6282421e-01
   3.4913264e-02   2.1752384e-01   1.6760191e-01   8.4861373e-02   2.2896474e-02   4.7220313e-01
   3.7712739e-02   2.2440775e-01   6.8593335e-02   1.0506333e-02   6.0266835e-03   6.5275316e-01
   3.7930646e-02   2.5041371e-01   2.4537212e-01   3.3462701e-01   1.8857726e-02   1.1279879e-01
   4.0042711e-02   6.5369020e-02   1.6378552e-01   1.7994360e-01   5.3905083e-01   1.1808311e-02
   4.0045684e-02   7.7908452e-03   3.7464008e-01   1.9547298e-01   3.7298849e-01   9.0619216e-03
   4.1389221e-02   3.8166249e-02   1.9244817e-01   4.2896339e-01   2.7576595e-01   2.3267014e-02
   4.1982710e-02   2.8372991e-04   1.0747795e-01   7.6535669e-01   8.3772454e-02   1.1264627e-03
   5.2384482e-02   4.5929364e-01   4.5826782e-01   2.8122015e-03   6.3757427e-03   2.0866116e-02
   6.5755307e-02   2.7023951e-01   4.3841104e-01   3.5036627e-02   7.8872591e-02   1.1168493e-01
   7.3427992e-02   4.9747652e-01   2.3405961e-01   1.7826839e-01   3.7587211e-03   1.3008764e-02
   7.3544818e-02   4.9053221e-01   5.4877177e-03   1.2437645e-01   2.9427017e-01   1.1788631e-02
   7.4674383e-02   1.0627466e-01   2.1288152e-01   2.0139503e-01   3.0983980e-02   3.7379043e-01
   8.1292116e-02   9.1844695e-02   4.6497183e-02   1.1884646e-01   2.9727662e-01   3.6424293e-01
   9.2136616e-02   7.7799841e-01   3.1771247e-02   6.7513900e-03   4.9642573e-02   4.1699762e-02
   9.2422847e-02   1.9194417e-01   6.7453010e-03   3.9065035e-01   7.6058681e-02   2.4217865e-01
   9.2424320e-02   3.9143284e-01   9.7046233e-02   6.1698698e-04   4.0382489e-01   1.4654723e-02
   9.3653886e-02   3.0665032e-01   2.5969093e-02   4.0201465e-01   1.5695328e-01   1.4758769e-02
   9.4257426e-02   5.5445545e-03   7.1326733e-01   8.7128713e-03   1.4257426e-01   3.5643564e-02
   9.9223248e-02   2.4227050e-01   6.8001760e-03   2.2394749e-01   1.9161589e-02   4.0859700e-01
   1.0429018e-01   3.4639853e-02   1.5912942e-03   4.1579097e-01   1.9003694e-01   2.5365077e-01
   1.0504623e-01   1.3987432e-01   4.7953232e-01   1.8602667e-02   2.3393422e-01   2.3010239e-02
   1.2550848e-01   3.5953766e-02   3.8955475e-02   5.9623603e-01   1.9731245e-01   6.0337973e-03
   1.3217504e-01   1.9827405e-02   3.2591490e-01   2.9564450e-02   2.9056519e-01   2.0195301e-01
   1.4170828e-01   5.9363215e-01   1.6381196e-02   1.3474078e-01   3.6385129e-02   7.7152462e-02
   1.4396271e-01   5.2297818e-01   9.4107028e-02   7.3211838e-04   1.9874348e-03   2.3623253e-01
   1.4661249e-01   4.3936032e-01   3.0258028e-02   2.5593029e-01   3.4241239e-02   9.3597630e-02
   1.4764922e-01   2.5023849e-01   1.0702543e-01   7.6473517e-02   1.0906264e-01   3.0955071e-01
   1.4956846e-01   2.8941240e-01   1.6445392e-02   2.4749200e-01   2.7849550e-01   1.8586243e-02
