   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.2619787e-03   5.0982810e-03   6.7217423e-02   3.1916548e-01   3.0058183e-01   1.3513543e-01   1.5407861e-01   1.6460969e-02
   2.9838286e-03   2.5730031e-01   2.0577475e-01   8.0402463e-03   1.9878267e-01   2.6091134e-01   3.9394339e-02   2.6812523e-02
   3.2216666e-03   2.6604910e-01   4.1465807e-01   5.1077108e-02   1.6258277e-01   1.1315154e-02   8.4075632e-04   9.0255373e-02
   4.2763623e-03   5.0036919e-02   3.9427903e-03   2.4534168e-01   4.0033207e-02   2.4402135e-01   5.4106279e-02   3.5824141e-01
   4.9117088e-03   1.1031614e-01   2.5895190e-01   3.0277677e-01   4.5767152e-02   2.8322230e-02   2.3713904e-01   1.1815057e-02
   6.5093836e-03   9.6503829e-02   2.9084632e-02   3.7870033e-01   2.2676911e-01   5.9553505e-02   2.8429688e-02   1.7444952e-01
   6.5668319e-03   4.2497149e-02   5.0453872e-02   2.3468411e-01   4.8725302e-01   6.9609855e-02   7.2376637e-02   3.6558526e-02
   1.0873275e-02   4.9473772e-02   3.2872656e-01   3.6582120e-03   4.2340641e-02   4.0469834e-02   1.9471456e-01   3.2974314e-01
   1.1004594e-02   3.0226802e-02   4.8484694e-02   3.8642617e-02   2.0683972e-02   2.9809077e-01   3.5356113e-01   1.9930542e-01
   1.1150845e-02   2.4098481e-01   5.3600211e-02   1.1580284e-02   1.8657143e-01   1.9317783e-01   2.6005739e-01   4.2877204e-02
   1.1178567e-02   1.3791178e-02   2.0322749e-01   3.6144923e-02   5.6310500e-02   2.4690688e-01   1.8058817e-01   2.5185228e-01
