-	-	-	3.0	4.0	6.0	3.0	4.0	6.0	2.0	3.0	3.0	2.0	2.0	3.0	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-	-	-	-	-	-	5.0	6.0	7.0	4.0	5.0	6.0	-	-	-	-	-	-	-	-	-	85.0	95.0	95.0	95.0	98.0	98.0	-	-	-	
-	-	-	-	-	-	6.0	9.0	12.0	6.0	8.0	10.0	6.0	7.0	10.0	-	-	-	-	-	-	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	-	-	-	-	-	-	10.0	12.0	14.0	8.0	10.0	12.0	6.0	8.0	10.0	-	-	-	-	-	-	80.0	90.0	93.0	85.0	90.0	95.0	90.0	95.0	98.0	
-	-	-	-	-	-	3.0	4.0	6.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	6.0	8.0	10.0	-	-	-	-	-	-	-	-	-	-	-	-	90.0	95.0	98.0	-	-	-	-	-	-	
-	-	-	-	-	-	3.0	4.0	6.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	6.0	8.0	10.0	-	-	-	-	-	-	-	-	-	-	-	-	90.0	95.0	98.0	-	-	-	-	-	-	
-	-	-	5.0	7.0	9.0	4.0	6.0	8.0	3.0	4.0	6.0	-	-	-	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	1.0	-	-	-	-	-	-	8.0	10.0	12.0	6.0	8.0	10.0	4.0	6.0	8.0	-	-	-	-	-	-	94.0	96.0	98.0	93.0	95.0	97.0	92.0	94.0	96.0	-	-	-	
-	-	-	12.0	18.0	24.0	9.0	14.0	18.0	6.0	9.0	12.0	4.0	6.0	9.0	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-	-	-	12.0	14.0	18.0	10.0	12.0	14.0	6.0	8.0	10.0	-	-	-	-	-	-	80.0	85.0	90.0	82.0	87.0	92.0	84.0	89.0	94.0	-	-	-	
-	-	-	18.0	24.0	36.0	12.0	18.0	24.0	8.0	12.0	18.0	4.0	6.0	9.0	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-	-	-	-	-	-	12.0	14.0	16.0	8.0	10.0	12.0	-	-	-	-	-	-	-	-	-	85.0	90.0	93.0	90.0	93.0	96.0	-	-	-	
-	-	-	-	-	-	16.0	18.0	30.0	12.0	16.0	18.0	6.0	9.0	12.0	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	-	-	-	-	-	-	10.0	14.0	18.0	8.0	10.0	12.0	4.0	6.0	8.0	-	-	-	-	-	-	50.0	55.0	60.0	55.0	60.0	65.0	60.0	65.0	70.0	
-	-	-	-	-	-	18.0	22.0	36.0	12.0	18.0	24.0	6.0	12.0	18.0	-	-	-	-	-	-	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	-	-	-	-	-	-	10.0	12.0	14.0	8.0	10.0	12.0	6.0	8.0	10.0	-	-	-	-	-	-	45.0	50.0	55.0	50.0	55.0	60.0	55.0	60.0	65.0	
-	-	-	-	-	-	22.0	30.0	42.0	18.0	24.0	30.0	12.0	18.0	24.0	-	-	-	-	-	-	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	-	-	-	-	-	-	12.0	15.0	18.0	10.0	12.0	14.0	8.0	10.0	12.0	-	-	-	-	-	-	40.0	45.0	50.0	45.0	50.0	55.0	50.0	55.0	60.0	
-	-	-	-	-	-	36.0	42.0	48.0	30.0	36.0	42.0	24.0	30.0	36.0	-	-	-	-	-	-	1.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	-	-	-	-	-	-	16.0	18.0	24.0	14.0	16.0	22.0	12.0	14.0	18.0	-	-	-	-	-	-	30.0	35.0	40.0	35.0	40.0	45.0	40.0	45.0	50.0	
