   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   4.3478261e-02   9.5652174e-01
   0.0000000e+00   8.6956522e-02   9.1304348e-01
   0.0000000e+00   1.3043478e-01   8.6956522e-01
   0.0000000e+00   1.7391304e-01   8.2608696e-01
   0.0000000e+00   2.1739130e-01   7.8260870e-01
   0.0000000e+00   2.6086957e-01   7.3913043e-01
   0.0000000e+00   3.0434783e-01   6.9565217e-01
   0.0000000e+00   3.4782609e-01   6.5217391e-01
   0.0000000e+00   3.9130435e-01   6.0869565e-01
   0.0000000e+00   4.3478261e-01   5.6521739e-01
   0.0000000e+00   4.7826087e-01   5.2173913e-01
   0.0000000e+00   5.2173913e-01   4.7826087e-01
   0.0000000e+00   5.6521739e-01   4.3478261e-01
   0.0000000e+00   6.0869565e-01   3.9130435e-01
   0.0000000e+00   6.5217391e-01   3.4782609e-01
   0.0000000e+00   6.9565217e-01   3.0434783e-01
   0.0000000e+00   7.3913043e-01   2.6086957e-01
   0.0000000e+00   7.8260870e-01   2.1739130e-01
   0.0000000e+00   8.2608696e-01   1.7391304e-01
   0.0000000e+00   8.6956522e-01   1.3043478e-01
   0.0000000e+00   9.1304348e-01   8.6956522e-02
   0.0000000e+00   9.5652174e-01   4.3478261e-02
   0.0000000e+00   1.0000000e+00   0.0000000e+00
   4.3478261e-02   0.0000000e+00   9.5652174e-01
   4.3478261e-02   4.3478261e-02   9.1304348e-01
   4.3478261e-02   8.6956522e-02   8.6956522e-01
   4.3478261e-02   1.3043478e-01   8.2608696e-01
   4.3478261e-02   1.7391304e-01   7.8260870e-01
   4.3478261e-02   2.1739130e-01   7.3913043e-01
   4.3478261e-02   2.6086957e-01   6.9565217e-01
   4.3478261e-02   3.0434783e-01   6.5217391e-01
   4.3478261e-02   3.4782609e-01   6.0869565e-01
   4.3478261e-02   3.9130435e-01   5.6521739e-01
   4.3478261e-02   4.3478261e-01   5.2173913e-01
   4.3478261e-02   4.7826087e-01   4.7826087e-01
   4.3478261e-02   5.2173913e-01   4.3478261e-01
   4.3478261e-02   5.6521739e-01   3.9130435e-01
   4.3478261e-02   6.0869565e-01   3.4782609e-01
   4.3478261e-02   6.5217391e-01   3.0434783e-01
   4.3478261e-02   6.9565217e-01   2.6086957e-01
   4.3478261e-02   7.3913043e-01   2.1739130e-01
   4.3478261e-02   7.8260870e-01   1.7391304e-01
   4.3478261e-02   8.2608696e-01   1.3043478e-01
   4.3478261e-02   8.6956522e-01   8.6956522e-02
   4.3478261e-02   9.1304348e-01   4.3478261e-02
   4.3478261e-02   9.5652174e-01   0.0000000e+00
   8.6956522e-02   0.0000000e+00   9.1304348e-01
   8.6956522e-02   4.3478261e-02   8.6956522e-01
   8.6956522e-02   8.6956522e-02   8.2608696e-01
   8.6956522e-02   1.3043478e-01   7.8260870e-01
   8.6956522e-02   1.7391304e-01   7.3913043e-01
   8.6956522e-02   2.1739130e-01   6.9565217e-01
   8.6956522e-02   2.6086957e-01   6.5217391e-01
   8.6956522e-02   3.0434783e-01   6.0869565e-01
   8.6956522e-02   3.4782609e-01   5.6521739e-01
   8.6956522e-02   3.9130435e-01   5.2173913e-01
   8.6956522e-02   4.3478261e-01   4.7826087e-01
   8.6956522e-02   4.7826087e-01   4.3478261e-01
   8.6956522e-02   5.2173913e-01   3.9130435e-01
   8.6956522e-02   5.6521739e-01   3.4782609e-01
   8.6956522e-02   6.0869565e-01   3.0434783e-01
   8.6956522e-02   6.5217391e-01   2.6086957e-01
   8.6956522e-02   6.9565217e-01   2.1739130e-01
   8.6956522e-02   7.3913043e-01   1.7391304e-01
   8.6956522e-02   7.8260870e-01   1.3043478e-01
   8.6956522e-02   8.2608696e-01   8.6956522e-02
   8.6956522e-02   8.6956522e-01   4.3478261e-02
   8.6956522e-02   9.1304348e-01   0.0000000e+00
   1.3043478e-01   0.0000000e+00   8.6956522e-01
   1.3043478e-01   4.3478261e-02   8.2608696e-01
   1.3043478e-01   8.6956522e-02   7.8260870e-01
   1.3043478e-01   1.3043478e-01   7.3913043e-01
   1.3043478e-01   1.7391304e-01   6.9565217e-01
   1.3043478e-01   2.1739130e-01   6.5217391e-01
   1.3043478e-01   2.6086957e-01   6.0869565e-01
   1.3043478e-01   3.0434783e-01   5.6521739e-01
   1.3043478e-01   3.4782609e-01   5.2173913e-01
   1.3043478e-01   3.9130435e-01   4.7826087e-01
   1.3043478e-01   4.3478261e-01   4.3478261e-01
   1.3043478e-01   4.7826087e-01   3.9130435e-01
   1.3043478e-01   5.2173913e-01   3.4782609e-01
   1.3043478e-01   5.6521739e-01   3.0434783e-01
   1.3043478e-01   6.0869565e-01   2.6086957e-01
   1.3043478e-01   6.5217391e-01   2.1739130e-01
   1.3043478e-01   6.9565217e-01   1.7391304e-01
   1.3043478e-01   7.3913043e-01   1.3043478e-01
   1.3043478e-01   7.8260870e-01   8.6956522e-02
   1.3043478e-01   8.2608696e-01   4.3478261e-02
   1.3043478e-01   8.6956522e-01   0.0000000e+00
   1.7391304e-01   0.0000000e+00   8.2608696e-01
   1.7391304e-01   4.3478261e-02   7.8260870e-01
   1.7391304e-01   8.6956522e-02   7.3913043e-01
   1.7391304e-01   1.3043478e-01   6.9565217e-01
   1.7391304e-01   1.7391304e-01   6.5217391e-01
   1.7391304e-01   2.1739130e-01   6.0869565e-01
   1.7391304e-01   2.6086957e-01   5.6521739e-01
   1.7391304e-01   3.0434783e-01   5.2173913e-01
   1.7391304e-01   3.4782609e-01   4.7826087e-01
   1.7391304e-01   3.9130435e-01   4.3478261e-01
   1.7391304e-01   4.3478261e-01   3.9130435e-01
   1.7391304e-01   4.7826087e-01   3.4782609e-01
   1.7391304e-01   5.2173913e-01   3.0434783e-01
   1.7391304e-01   5.6521739e-01   2.6086957e-01
   1.7391304e-01   6.0869565e-01   2.1739130e-01
   1.7391304e-01   6.5217391e-01   1.7391304e-01
   1.7391304e-01   6.9565217e-01   1.3043478e-01
   1.7391304e-01   7.3913043e-01   8.6956522e-02
   1.7391304e-01   7.8260870e-01   4.3478261e-02
   1.7391304e-01   8.2608696e-01   0.0000000e+00
   2.1739130e-01   0.0000000e+00   7.8260870e-01
   2.1739130e-01   4.3478261e-02   7.3913043e-01
   2.1739130e-01   8.6956522e-02   6.9565217e-01
   2.1739130e-01   1.3043478e-01   6.5217391e-01
   2.1739130e-01   1.7391304e-01   6.0869565e-01
   2.1739130e-01   2.1739130e-01   5.6521739e-01
   2.1739130e-01   2.6086957e-01   5.2173913e-01
   2.1739130e-01   3.0434783e-01   4.7826087e-01
   2.1739130e-01   3.4782609e-01   4.3478261e-01
   2.1739130e-01   3.9130435e-01   3.9130435e-01
   2.1739130e-01   4.3478261e-01   3.4782609e-01
   2.1739130e-01   4.7826087e-01   3.0434783e-01
   2.1739130e-01   5.2173913e-01   2.6086957e-01
   2.1739130e-01   5.6521739e-01   2.1739130e-01
   2.1739130e-01   6.0869565e-01   1.7391304e-01
   2.1739130e-01   6.5217391e-01   1.3043478e-01
   2.1739130e-01   6.9565217e-01   8.6956522e-02
   2.1739130e-01   7.3913043e-01   4.3478261e-02
   2.1739130e-01   7.8260870e-01   0.0000000e+00
   2.6086957e-01   0.0000000e+00   7.3913043e-01
   2.6086957e-01   4.3478261e-02   6.9565217e-01
   2.6086957e-01   8.6956522e-02   6.5217391e-01
   2.6086957e-01   1.3043478e-01   6.0869565e-01
   2.6086957e-01   1.7391304e-01   5.6521739e-01
   2.6086957e-01   2.1739130e-01   5.2173913e-01
   2.6086957e-01   2.6086957e-01   4.7826087e-01
   2.6086957e-01   3.0434783e-01   4.3478261e-01
   2.6086957e-01   3.4782609e-01   3.9130435e-01
   2.6086957e-01   3.9130435e-01   3.4782609e-01
