   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   4.4752043e-04   3.6798777e-01   5.9524533e-01   3.6319385e-02
   5.8744972e-04   6.4104474e-01   3.5675846e-01   1.6093480e-03
   7.9998368e-04   5.6995447e-01   1.0185877e-01   3.2738678e-01
   1.0514980e-03   6.4919655e-01   4.5472097e-05   3.4970648e-01
   1.0751894e-03   2.2025298e-02   6.4912835e-01   3.2777117e-01
   1.3877193e-03   5.6686505e-01   1.0818932e-02   4.2092830e-01
   1.4036660e-03   4.6052080e-01   4.5671985e-01   8.1355687e-02
   2.1447721e-03   7.5067024e-03   1.9731903e-01   7.9302949e-01
   3.1923602e-03   6.1167038e-01   2.8265729e-01   1.0247997e-01
   3.2625472e-03   5.7567607e-01   1.8995683e-01   2.3110455e-01
   3.5846205e-03   9.0201154e-02   5.6951069e-01   3.3670354e-01
   3.8312974e-03   1.1157050e-01   3.2639912e-02   8.5195829e-01
   4.3122035e-03   7.7619664e-03   2.9021130e-01   6.9771453e-01
   4.5232009e-03   6.4273260e-02   4.0796854e-01   5.2323500e-01
   4.5242872e-03   8.0553282e-01   1.2233073e-01   6.7612166e-02
   4.5617765e-03   1.2178667e-01   4.7465483e-01   3.9899672e-01
   4.7562399e-03   9.0565172e-01   8.3517573e-02   6.0744698e-03
   5.0276521e-03   1.2468577e-01   8.6726998e-01   3.0165913e-03
   5.0519571e-03   4.1435807e-01   8.0732603e-02   4.9985737e-01
   5.1712535e-03   2.8130553e-03   7.8996710e-01   2.0204859e-01
   6.0157293e-03   3.2411721e-01   4.2431694e-01   2.4555011e-01
   6.7410604e-03   2.9772048e-01   4.5346540e-03   6.9100381e-01
   6.7891646e-03   5.7015648e-01   3.6643032e-01   5.6624032e-02
   7.5680536e-03   4.3208618e-01   2.1076523e-01   3.4958054e-01
   7.8378775e-03   2.0394461e-01   6.9555752e-03   7.8126193e-01
   8.5176762e-03   2.5133372e-01   7.3356806e-01   6.5805414e-03
   9.1173313e-03   4.8509012e-02   8.5969950e-01   8.2674157e-02
   9.7340943e-03   1.8381630e-01   5.5446751e-01   2.5198209e-01
   1.0678082e-02   8.4783340e-01   1.3921321e-02   1.2756720e-01
   1.2554838e-02   2.9587310e-01   5.5387472e-01   1.3769735e-01
   1.2954812e-02   1.2511957e-01   7.0460636e-01   1.5731926e-01
   1.3082802e-02   1.5218654e-01   3.9646690e-01   4.3826376e-01
   1.3611254e-02   2.8718447e-01   3.8109091e-01   3.1811337e-01
   1.4096541e-02   2.5144121e-01   2.9468992e-01   4.3977232e-01
   1.5718181e-02   7.2031816e-01   1.6880815e-01   9.5155517e-02
   1.6507822e-02   4.4000716e-03   5.7467231e-01   4.0441979e-01
   1.6791128e-02   1.7029563e-02   3.5379098e-02   9.3080021e-01
   1.7906357e-02   7.5835587e-01   7.0908972e-02   1.5282881e-01
   1.9093457e-02   3.2477246e-01   2.4907990e-01   4.0705418e-01
   1.9304432e-02   3.7874955e-01   1.6611854e-01   4.3582748e-01
   2.0003560e-02   4.1617580e-01   3.0988489e-01   2.5393575e-01
   2.0117235e-02   1.4059654e-01   2.8588468e-01   5.5340155e-01
   2.0117946e-02   3.1268150e-01   1.5815442e-01   5.0904613e-01
   2.0366428e-02   1.6756725e-01   7.8835619e-01   2.3710133e-02
   2.7284942e-02   7.6376211e-01   2.0563277e-01   3.3201736e-03
   2.7333608e-02   4.9278052e-01   3.4184568e-01   1.3804020e-01
   2.7643161e-02   1.3353887e-01   7.8746996e-02   7.6007097e-01
   2.7866735e-02   7.1253830e-02   1.6763130e-01   7.3324814e-01
   3.0972951e-02   5.4022738e-01   4.2429094e-01   4.5087283e-03
   3.7629073e-02   4.7744943e-01   6.6719604e-02   4.1820189e-01
   3.8157104e-02   1.5803197e-01   1.2424278e-01   6.7956815e-01
   3.9778221e-02   4.1918317e-02   3.1136485e-01   6.0693862e-01
   4.0112194e-02   1.9478495e-01   6.0294609e-01   1.6215676e-01
   4.2075185e-02   2.6503219e-01   6.3095136e-01   6.1941274e-02
   4.2377971e-02   1.0643622e-01   6.2778236e-01   2.2340345e-01
   4.4025012e-02   1.8634929e-01   4.0782436e-01   3.6180134e-01
   4.7514394e-02   6.1263698e-01   5.2297995e-02   2.8755063e-01
   4.7961514e-02   8.7412645e-03   1.0013962e-01   8.4315760e-01
   4.9124422e-02   7.1702875e-01   9.7270451e-03   2.2411978e-01
   5.0828569e-02   1.3088997e-02   4.9173384e-01   4.4434859e-01
   5.2072261e-02   2.4804681e-01   4.4019052e-01   2.5969041e-01
   5.4075060e-02   2.4602299e-01   9.7256509e-02   6.0264544e-01
   6.0774486e-02   4.4473898e-03   2.1105973e-01   7.2371839e-01
   6.1068265e-02   6.5267685e-01   2.8102817e-01   5.2267185e-03
   6.1414994e-02   4.0913237e-01   3.3397683e-03   5.2611286e-01
   6.1465330e-02   3.3649421e-01   5.6109953e-02   5.4593050e-01
   6.4010104e-02   3.3138097e-01   2.9314796e-01   3.1146097e-01
   6.4193044e-02   1.3174552e-02   6.7812930e-01   2.4450310e-01
   6.5356814e-02   6.9413881e-02   4.9841794e-01   3.6681137e-01
   6.5973716e-02   3.3478600e-01   4.1754731e-01   1.8169297e-01
   6.7026464e-02   1.4084455e-01   4.7084531e-01   3.2128367e-01
   6.9490278e-02   3.6971592e-01   4.7991814e-01   8.0875659e-02
