   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4429945e-04   2.7144883e-02   1.8920760e-01   2.0796856e-01   1.9270501e-01   3.9435634e-03   1.0376009e-02   1.0742431e-01   2.8878460e-02   2.3220731e-01
   3.2334664e-04   3.5383242e-02   1.0835055e-01   1.6530087e-01   1.3760559e-01   3.1770803e-02   2.0386490e-01   1.5608842e-01   1.5500058e-01   6.3116975e-03
   3.2954358e-04   1.6592519e-01   1.0380623e-02   1.0051079e-02   2.8044159e-01   1.0051079e-02   2.9395288e-01   1.5505026e-01   2.6363487e-02   4.7454276e-02
   5.4221649e-04   1.7860146e-02   8.8483922e-03   1.4789841e-02   1.9450465e-01   6.0167817e-02   1.1963189e-01   1.9802333e-01   5.8867287e-02   3.2676443e-01
   5.6277717e-04   8.7654226e-02   3.5960561e-01   4.1604450e-02   8.4581462e-02   1.0525248e-03   7.8350905e-02   1.0878106e-01   1.7389589e-01   6.3911091e-02
   9.8194531e-04   3.4941768e-01   9.4563472e-02   3.0497085e-02   1.2385659e-02   1.5370339e-01   4.7371702e-02   1.0096172e-01   1.4476612e-01   6.5351237e-02
   1.0832643e-03   2.9064759e-01   3.3714403e-03   1.3487673e-02   2.8516503e-01   2.6082991e-02   7.1451071e-03   1.0914506e-01   1.6648844e-02   2.4722300e-01
   1.1810279e-03   2.1518325e-03   2.3578509e-01   2.3542858e-01   4.8110305e-02   2.0260598e-01   1.4576740e-01   1.9605678e-02   1.2777105e-02   9.6586997e-02
   1.1958514e-03   5.2651564e-02   1.8541677e-01   8.8360140e-03   1.9192353e-01   4.5280241e-03   2.0061457e-01   1.0164969e-01   3.8223736e-02   2.1496025e-01
   1.4227192e-03   1.5296572e-01   9.3128361e-04   1.2419979e-01   2.9816678e-02   2.1585799e-01   2.3633178e-01   4.5109299e-02   1.9202160e-01   1.3431294e-03
   1.7864386e-03   4.0555243e-01   2.7799178e-02   7.2142318e-03   7.1596946e-02   9.1078732e-02   1.5836105e-01   9.2429432e-02   4.0615879e-02   1.0356568e-01
   1.8543059e-03   1.2872272e-01   3.6374730e-01   1.0450022e-01   1.0611645e-01   1.4869793e-01   4.4377886e-02   1.3168275e-02   6.1881027e-02   2.6933883e-02
   1.9642697e-03   5.4170821e-02   7.3447109e-02   2.7595477e-01   1.0052221e-01   1.5058063e-01   6.4450981e-02   3.7210062e-02   2.0483763e-01   3.6861523e-02
   2.0505810e-03   2.4606972e-02   8.2365003e-02   3.2125769e-02   3.1732741e-01   2.6486671e-02   3.9815448e-02   2.6862611e-01   1.2371839e-01   8.2877649e-02
   2.0664925e-03   1.5420159e-01   1.2665584e-02   2.0291123e-01   5.9474709e-02   3.9080132e-02   1.9518739e-01   1.6598120e-01   7.9578382e-02   8.8853287e-02
   2.6498909e-03   1.1238869e-01   7.2804153e-02   5.1581508e-02   1.9560129e-01   1.6698448e-01   1.5654444e-01   4.1695129e-02   1.9587154e-01   3.8788874e-03
   2.9051555e-03   2.1838049e-01   5.9398906e-02   1.6700710e-01   1.4937594e-01   5.8816876e-03   4.4888040e-02   1.5749795e-02   2.2404015e-01   1.1237274e-01
