   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.1374174e-04   1.3185953e-01   2.9894339e-01   4.1872681e-01   1.4975652e-01
   1.0763835e-03   4.6613839e-01   1.9050452e-01   2.1684497e-03   3.4011226e-01
   1.3815980e-03   3.4714828e-01   1.5655613e-02   2.6598338e-01   3.6983113e-01
   1.5227749e-03   3.2878637e-01   7.7718994e-02   1.6450919e-01   4.2746267e-01
   1.6315400e-03   2.7973779e-02   5.1240523e-01   1.3575877e-01   3.2223068e-01
   2.1488767e-03   9.8744462e-02   4.0278812e-01   3.5087446e-03   4.9280980e-01
   2.3193775e-03   2.4693275e-02   6.4255347e-01   2.7712391e-01   5.3309969e-02
   2.5575638e-03   1.7902840e-01   3.4183816e-02   3.4502777e-01   4.3920246e-01
   2.6328610e-03   5.6181693e-03   2.5872420e-01   5.5095544e-01   1.8206933e-01
   2.6481682e-03   4.2041336e-01   2.9519090e-01   2.6449571e-01   1.7251866e-02
   2.7812203e-03   8.0564729e-02   1.9818298e-02   3.2912325e-01   5.6771250e-01
   2.8394785e-03   2.2632282e-01   3.7787068e-01   2.5546300e-01   1.3750402e-01
   3.0344861e-03   2.8671774e-01   6.5348675e-01   1.0020145e-02   4.6740885e-02
   3.0352145e-03   1.9466512e-01   3.5179582e-01   1.1150213e-01   3.3900172e-01
   3.6147330e-03   4.6338430e-02   2.4948642e-01   1.6614798e-01   5.3441243e-01
   3.6434577e-03   6.0100053e-01   1.2702467e-01   3.6421004e-02   2.3191034e-01
   3.6554754e-03   1.8483059e-01   1.4161712e-02   4.9632895e-01   3.0102327e-01
   4.2247009e-03   9.0622013e-02   6.5720061e-01   1.0858924e-01   1.3936344e-01
   4.5105104e-03   4.0559406e-01   7.2311096e-03   5.0308447e-01   7.9579852e-02
   4.6301919e-03   2.9054557e-01   2.3351566e-01   1.8170382e-01   2.8960477e-01
   5.4673873e-03   2.8738499e-01   4.0925872e-02   5.7525439e-01   9.0967359e-02
   5.8697619e-03   3.0075641e-01   5.4094916e-01   1.4598812e-01   6.4365360e-03
   6.6476891e-03   3.5436832e-01   4.0237055e-01   4.2333023e-03   2.3238014e-01
