   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.8895665e-05   1.9413235e-02   1.8649375e-01   6.5784713e-04   3.1009585e-01   1.5703404e-01   9.1024234e-02   2.3520215e-01
   7.5412887e-04   2.7143888e-01   6.8839584e-02   3.1352503e-01   1.5212610e-01   2.3966922e-02   1.6302357e-01   6.3257827e-03
   7.8531310e-04   2.4580634e-01   1.8211206e-01   4.4311260e-02   3.5338213e-02   2.2875842e-01   2.5375258e-01   9.1358184e-03
   1.3263291e-03   2.3244617e-01   3.0982298e-02   4.2512626e-02   9.7355706e-02   2.1507478e-01   1.9605413e-01   1.8424797e-01
   1.6136230e-03   2.9846944e-01   3.0056779e-02   2.5644491e-01   1.7242265e-03   1.1847301e-01   2.3927484e-01   5.3943175e-02
   1.7439001e-03   2.2173066e-02   2.4251625e-02   2.5756363e-01   1.5713312e-02   1.0691802e-03   2.9137399e-01   3.8611130e-01
   2.2412236e-03   1.3463019e-01   1.0508904e-01   4.5951106e-04   3.3987498e-01   4.4988178e-02   2.5039208e-01   1.2232480e-01
   2.3936733e-03   9.1083727e-04   2.3267529e-01   2.6476762e-01   5.0457678e-02   1.6299489e-01   8.0690345e-02   2.0510966e-01
   2.5652802e-03   1.1411297e-01   7.4719552e-03   3.6703876e-01   1.7350603e-01   6.3887433e-02   6.3450226e-03   2.6507255e-01
   2.9665155e-03   4.2735513e-02   2.1135498e-01   8.7954179e-03   4.2796552e-01   1.7381043e-01   1.1451159e-01   1.7860029e-02
   3.1751632e-03   6.7456147e-02   8.1534799e-02   2.1236741e-01   4.2896030e-02   2.8496157e-01   2.7472480e-01   3.2884076e-02
