   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4048017e-04   3.2942308e-02   6.9196617e-03   1.2726954e-01   1.4595373e-01   4.8886394e-02   1.5064775e-03   1.1734319e-01   6.2092729e-02   1.0427008e-01   1.1416147e-01   4.1685877e-03   8.5040670e-02   1.4930467e-01
   2.8852189e-04   1.5808649e-01   1.1439520e-03   1.8423432e-01   2.5745848e-02   2.2449880e-01   6.5488172e-03   1.7832297e-01   3.3854824e-03   4.4908166e-02   2.1118261e-02   7.8365507e-02   5.0368297e-02   2.2984568e-02
   4.2555044e-04   2.2068689e-02   5.0567626e-02   9.6469793e-02   1.3783567e-01   1.0792566e-02   1.6163746e-01   5.1243546e-02   2.1820403e-02   9.5829256e-03   1.7342458e-01   2.2005450e-02   6.4956073e-02   1.7716966e-01
   5.7083874e-04   1.8791630e-01   1.7099541e-01   1.1989187e-02   3.2166279e-02   1.6384517e-02   2.5265713e-02   1.9414644e-01   4.9344795e-02   1.2974720e-03   1.6749783e-01   9.5183958e-04   1.1978776e-01   2.1685627e-02
   6.0466042e-04   7.4178403e-02   6.1344987e-02   7.5881842e-04   2.7035645e-03   2.8761489e-03   4.9736631e-02   9.0275387e-02   1.7920243e-01   1.8602848e-02   1.3653679e-01   1.3881726e-01   1.1917950e-01   1.2518257e-01
   6.6599653e-04   7.8523785e-02   5.8852741e-02   3.9701396e-02   1.2888404e-02   1.3039164e-01   1.9373113e-01   2.3302317e-01   1.4747156e-02   4.3457316e-02   5.9933455e-02   8.1682025e-02   2.7101364e-02   2.5300424e-02
   1.0936327e-03   1.6085285e-01   1.0787853e-01   1.4363629e-02   1.8277092e-02   1.4210608e-01   4.6937370e-03   7.3583027e-03   1.1620430e-01   1.7596794e-01   6.8040347e-03   3.3182506e-02   1.4894562e-01   6.2271748e-02
   1.3823393e-03   2.4999449e-02   3.5444856e-02   5.1462464e-02   4.7722668e-02   2.9325234e-02   3.2522391e-03   1.1151602e-01   8.6750615e-02   1.5300935e-01   1.8983076e-01   3.9794307e-02   1.8973014e-01   3.5779555e-02
   1.6928008e-03   1.2124235e-01   2.4988479e-02   4.4765524e-02   1.1555566e-01   7.3463252e-03   6.8689512e-02   2.0296565e-02   1.5299805e-01   9.3917051e-02   1.6353036e-01   3.8092688e-02   4.6089159e-03   1.4227572e-01
