 2.68528 1.01038 0.978626
 2.67539 0.982333 1.30373
 2.85629 0.985333 0.991018
 2.88401 0.983288 0.983335
 2.94031 0.980766 0.980535
 2.77464 0.987193 1.00458
 2.83032 0.995528 0.984121
 2.7424 1.00082 0.995584
 2.77206 0.986148 1.09239
 2.82845 0.984122 1.06066
 2.83244 0.988142 0.979894
 2.8614 0.982375 1.02909
 2.85794 0.983413 0.978783
 2.96993 0.988003 0.988016
 2.91313 0.971128 0.975888
 2.84926 0.976972 0.983238
 2.85373 0.980574 1.01406
 2.86883 0.985021 1.00428
 2.91386 0.986081 0.984056
 2.76258 0.989044 1.18981
 2.87243 0.97923 0.987846
 2.82505 0.994708 0.984286
 2.74832 0.979198 1.18924
 2.80717 0.973569 1.02524
 2.9369 0.983252 0.984568
 2.87119 0.987843 0.983566
 2.89623 0.971681 0.975958
 2.94053 0.984057 0.984486
 2.64102 1.00629 1.0011
 2.90245 0.967473 0.970117
 2.91044 0.98549 0.993564
 2.87376 0.98675 0.98108
 2.74261 0.980929 1.09497
 2.71672 1.02081 0.986612
 2.8376 0.992626 0.983617
 2.91245 0.9729 0.979439
 2.95841 0.977791 0.977638
 2.93326 0.988131 0.987705
 2.96627 0.98352 0.98366
 2.84112 0.982312 0.978606
 2.88228 0.988296 0.987232
 2.95469 0.981879 0.982381
 2.8595 0.989391 0.997169
 2.86842 0.974466 0.978919
 2.87988 0.984304 1.01427
 2.92291 0.983283 0.983545
 2.84368 0.984401 0.990889
 2.92089 0.978908 0.978136
 2.93988 0.981628 0.981156
 2.97822 0.985165 0.985154
 2.89836 0.98401 0.981532
 2.87266 0.979625 0.978665
 2.80583 0.991173 0.993782
 2.86817 0.985778 0.991125
 2.89176 0.980462 0.97859
 2.94474 0.984951 0.985403
 2.87959 0.986692 0.987386
 2.56893 1.02116 1.04875
 2.87861 0.977325 0.975358
 2.77429 0.990707 0.999058
 2.94474 0.985303 0.986681
 2.8414 0.983378 1.00755
 2.91843 0.987575 0.985498
 2.86278 0.979343 1.0095
 2.9536 0.981235 0.981494
 2.97447 0.981539 0.981534
 2.90973 0.974476 0.974991
 2.7582 0.992998 0.989672
 2.94814 0.982338 0.983048
 2.87565 0.984997 0.999134
 2.89877 0.974917 0.977937
 2.85328 0.975929 0.992586
 2.89081 0.976746 0.991509
 2.90923 0.983767 0.983735
 2.92582 0.985042 0.985308
 2.93238 0.97804 0.977285
 2.90409 0.977543 0.976103
 2.87232 0.984264 0.985403
 2.96359 0.982534 0.982586
 2.9331 0.982338 0.986011
 2.90047 0.978888 0.986689
 2.92028 0.980236 0.983258
 2.9258 0.981758 0.980619
 2.83194 0.981695 0.996077
 2.92147 0.985241 0.986327
 2.84247 0.983629 0.991619
 2.9384 0.985909 0.986355
 2.8989 0.986557 0.983057
 2.83009 0.985589 0.986571
 2.96412 0.983354 0.9832
 2.85044 0.986146 0.984373
 2.84321 0.98902 0.981696
 2.85506 0.975754 0.970673
 2.93478 0.981532 0.98076
 2.92754 0.979357 0.980948
 2.94789 0.987257 0.98864
 2.69179 0.984963 1.26005
 2.88015 0.980935 0.981704
 2.87379 0.983236 0.984117
 2.95249 0.986667 0.987103
 2.84781 0.974581 0.979829
 2.94657 0.982712 0.983296
 2.91626 0.980114 0.978516
 2.86074 0.982469 1.0018
 2.81674 0.989516 0.97791
 2.82899 0.988741 0.998946
 2.76689 0.99839 0.982993
 2.5621 1.02181 1.1281
 2.82597 0.985584 1.03274
 2.84971 0.986766 0.999139
 2.96281 0.992402 0.99229
 2.90975 0.981938 0.992548
 2.92983 0.983702 0.986747
 2.88833 0.984993 1.00157
 2.84847 0.985116 1.02197
 2.80679 0.999831 0.98809
 2.91964 0.979547 0.978443
 2.93355 0.979115 0.979327
 2.91371 0.982957 0.980891
 2.85653 0.980668 1.00767
 2.85853 0.984169 1.01404
 2.94574 0.977857 0.97747
 2.8588 0.980082 1.02279
 2.96157 0.982923 0.983005
 2.96274 0.975556 0.975568
 2.90042 0.974298 0.973337
 2.87145 0.987906 0.99378
 2.77951 0.995444 0.999646
 2.69847 0.985516 1.29209
 2.79336 0.986206 0.995983
 2.91274 0.973792 0.972816
 2.69033 0.992891 1.02924
 2.87939 0.973163 0.989053
 2.81465 0.984531 1.04166
 2.82066 0.975257 0.972544
 2.89675 0.977048 0.974809
 2.88963 0.983898 0.986033
 2.92565 0.984441 0.985541
 2.88331 0.977109 0.976202
 2.87102 0.990181 0.985765
 2.89424 0.971015 0.97208
 2.8846 0.982693 0.983863
 2.90877 0.985925 0.983609
 2.80119 0.996184 0.981746
 2.77391 0.998052 0.986943
 2.90556 0.981118 0.991875
 2.75371 0.996463 1.01011
 2.92376 0.981112 0.980424
 2.91533 0.988919 0.990647
 2.98058 0.985058 0.985052
 2.83475 0.978766 0.994528
 2.86959 0.984532 0.979278
 2.8543 0.977043 0.991009
 2.79117 0.988755 1.0543
 2.80447 0.990058 0.997324
 2.93542 0.982028 0.985142
 2.88145 0.982636 1.00039
 2.79427 0.979479 0.986923
 2.87087 0.979512 1.01578
 2.72844 0.985453 1.07653
 2.86333 0.986242 1.00752
 2.90205 0.983466 0.985698
 2.87808 0.984149 0.991946
 2.70203 0.970809 1.37415
 2.93079 0.981037 0.980027
 2.75434 0.991147 0.976723
 2.74514 0.98023 1.11777
 2.90845 0.980762 0.978838
 2.79744 0.987415 0.974692
 2.94981 0.986607 0.986448
 2.94204 0.984891 0.985367
 2.91909 0.987663 0.996855
 2.89559 0.979966 0.978822
 2.7179 0.975903 1.30484
 2.6816 0.98509 1.46321
 2.92516 0.981237 0.9799
 2.86759 0.979185 1.02016
 2.83608 0.981517 1.04529
 2.82478 0.983314 1.05982
 2.724 0.993063 1.06752
 2.88736 0.980948 0.984589
 2.89454 0.978936 0.993022
 2.90711 0.988071 0.986848
 2.82415 0.980672 1.05261
