 1.11289 0.0526139 2.73 6.60689 7.27317 2.06073 4.46785 2.45173 3.0109 0.808741 17.2055 15.6736 18.5873 3.29588 24.178 18.1216 26.0061 13.1895 21.3351 28.1405 17.5206 17.2203
 0.0386975 1.18265 0.298654 2.76986 3.56212 4.81655 3.10532 13.5878 5.95972 8.04224 6.87722 16.5708 7.51506 17.2681 24.1121 19.5582 32.2298 20.377 23.1651 37.4853 26.2264 40.4563
 0.726524 1.38249 0.337291 5.23258 0.635701 6.59786 6.65841 7.33177 17.8143 3.58837 2.01422 21.8495 7.53172 17.9261 19.0948 14.8608 5.07193 8.4015 5.05863 30.925 39.7377 13.8901
 1.07791 1.52312 1.79046 6.25703 4.23353 3.78967 5.74065 10.431 6.02344 12.3124 13.698 0.944853 0.32136 8.7853 17.3443 9.30399 3.46983 33.1797 34.1637 22.729 22.1619 41.1613
 1.58525 2.65059 1.0723 3.1981 4.85 3.7915 0.957488 0.943388 16.0537 16.6894 13.596 3.0726 11.2151 7.6881 6.75497 6.82833 13.1322 35.3529 29.308 16.6277 30.273 33.6912
 0.448866 0.58095 4.55416 3.90271 9.94873 8.1825 8.8323 5.61492 3.56352 0.195929 19.6205 15.9299 12.5378 26.8695 6.68081 11.7357 19.6371 6.7535 23.4005 3.94177 9.27366 1.09037
 1.90765 0.33961 3.68639 5.80657 3.87127 7.56908 1.03909 2.399 7.5006 9.94964 0.520341 9.71075 2.28443 26.4884 29.675 15.4643 6.86911 26.1735 28.6563 17.1441 39.9786 35.2019
 0.654866 0.209601 5.32157 0.493912 8.82504 8.91934 8.6144 13.8574 5.81744 7.87011 3.25968 14.7771 16.4631 27.3386 8.78201 6.64766 22.5985 28.9795 0.0255135 24.554 21.9504 0.183966
 0.155339 1.50578 1.20835 1.81182 1.60588 3.6267 8.80538 2.29206 6.6321 2.6838 17.0766 17.8292 13.8732 13.5322 29.5935 30.9267 14.2446 28.8477 6.92459 28.5189 34.7874 29.7366
 0.21015 2.97824 0.0871609 1.83087 2.44972 6.28327 4.12006 14.4033 11.0729 10.2524 5.99768 9.51738 0.760949 27.1164 17.5768 2.83212 1.24412 27.4128 21.6064 25.4122 7.20103 11.0849
 1.49968 0.479507 4.04273 6.03095 5.86535 5.69732 4.70754 9.89093 6.10089 9.60662 13.9666 11.1888 12.8726 3.25486 23.9637 19.3561 22.1108 19.7342 37.0978 6.19037 10.4209 23.3247
 0.303598 3.68896 0.531205 4.03259 9.72442 6.5649 0.147404 2.85653 2.47584 19.1357 14.3903 20.7904 13.2654 18.4371 21.2738 11.6263 20.5637 32.4151 21.1484 26.0225 25.5522 10.2672
 1.41661 0.792993 3.54613 4.03333 9.52757 1.86847 0.871181 12.9872 10.9955 4.13831 11.6415 10.9742 21.0709 10.455 6.39058 13.4506 6.2486 19.6365 22.039 15.634 37.6343 1.03262
 1.68529 3.55821 2.45424 6.80001 0.887783 6.08551 12.4384 3.42589 3.47398 15.8861 14.5044 17.0279 4.36256 23.3241 18.507 23.2624 3.76141 0.745994 37.9559 30.5307 16.9169 4.36146
 0.849086 3.70873 1.89758 7.66088 6.09119 5.08499 9.59667 3.90197 11.8178 5.97613 17.5835 7.50023 8.83541 6.27473 5.10788 17.3482 9.29508 21.7745 12.8112 22.143 16.1465 34.7963
 0.713034 1.43681 3.53587 5.37809 1.40294 11.707 1.13565 7.06418 5.317 10.5954 2.97702 19.2567 16.1529 10.9635 25.1549 13.0375 31.3499 13.0247 24.6159 32.2312 12.1577 19.7622
 0.37257 2.72469 3.07517 2.1236 1.81372 7.95361 10.7883 9.15116 17.1249 9.7879 5.84729 0.1648 9.04093 22.6336 28.5379 16.8316 18.9824 14.0541 0.415174 23.4919 28.4901 1.85443
 0.49678 2.44453 2.7311 7.97412 0.390027 8.96182 1.58385 1.0264 0.070864 9.54802 14.6199 7.75365 1.56395 2.61141 18.4091 20.2994 0.145268 20.3934 17.4408 30.3427 11.9936 37.678
 1.80242 1.43205 0.748375 1.42485 1.61962 7.97742 8.88528 4.25745 5.76745 1.92145 2.18274 3.87463 1.91626 16.7486 2.00598 17.8355 28.1291 36 15.7557 9.25932 21.9184 6.94235
 0.0780053 2.39277 0.615436 1.37626 3.30485 10.9259 0.522538 7.32737 1.56505 2.88217 17.3807 22.8134 0.607807 2.64046 19.6524 7.22874 18.1201 25.8055 32.6688 32.7927 35.9795 10.7358
 0.679586 2.09796 1.90435 0.864772 0.961638 11.3467 10.8455 3.23106 9.66277 1.99347 21.0359 12.2142 18.5119 9.37407 24.6806 20.2711 28.8285 12.7237 23.6498 10.5228 3.60051 27.3343
 1.58196 0.372692 4.99106 7.52977 3.53526 2.95541 8.75668 7.60472 17.7264 14.3278 20.4705 23.8718 9.97406 24.3615 22.7076 20.4577 4.03015 19.2761 19.7312 38.7719 25.1985 31.2607
 0.0735496 2.35041 2.01331 3.36998 0.83224 1.40519 1.75604 12.1967 7.0397 16.2358 7.75542 15.5901 13.4598 16.3606 0.761742 10.1673 16.2638 26.3087 27.7007 3.70128 23.2655 5.89227
 0.279489 1.88141 1.06735 1.80865 2.61849 0.419691 4.34266 7.89428 0.718528 4.88174 4.4709 19.245 13.1345 17.2433 29.0176 10.4749 3.7749 12.494 31.9266 14.8027 17.4027 39.3619
 1.13858 3.34092 4.55232 4.4037 8.10205 7.92871 1.62145 8.68239 17.0958 19.4763 16.3098 16.6199 6.72951 7.19419 24.048 5.11344 26.5872 10.9834 23.8249 12.2929 36.4896 11.2259
 1.49754 0.862209 4.53017 3.75036 3.75317 10.5479 1.37449 8.80447 8.35206 12.3118 19.2419 6.72091 1.1688 20.1641 16.3234 23.866 32.4093 32.1525 33.7682 18.0804 26.2572 20.9506
 0.861232 2.75631 0.695273 0.202887 8.3813 11.3243 13.9034 4.06262 3.9986 12.6261 5.82446 20.9984 19.0586 26.1047 29.8709 12.0267 12.299 0.458144 29.2709 10.2457 14.8186 18.0944
 1.31364 3.03452 0.806604 6.98434 8.30256 7.51891 2.41615 6.60128 9.16672 18.3453 14.4185 21.2658 9.46782 11.295 12.4049 27.3504 1.75671 21.38 37.3656 0.814234 1.38176 39.8091
 0.437513 0.0598163 1.98474 0.093997 3.58592 9.89056 5.36509 14.6587 17.1793 12.5504 14.262 18.0987 14.7349 9.39628 3.51848 28.2245 21.5858 21.8063 14.9277 10.7205 17.9154 27.1772
 0.974212 2.88754 2.845 3.11972 9.97314 11.9216 5.64837 14.7002 14.6562 5.44023 12.3465 22.0854 0.532426 3.27622 10.4328 14.6391 4.56142 12.6599 25.1169 9.35209 14.8891 41.8408
 0.715781 3.33177 5.79565 3.6361 1.39988 8.25538 7.79022 14.9907 13.8383 1.19816 4.5461 1.56084 0.452284 22.6114 9.17203 8.80593 9.01389 8.24439 5.73473 24.0046 5.89874 33.3354
 1.97198 0.71279 0.717063 6.33418 6.35609 11.7015 6.79727 7.05979 7.05509 14.9944 12.2317 11.2994 8.03558 22.2756 17.5118 7.10373 19.1038 17.5896 9.04337 31.8039 1.08951 7.62853
 0.14362 1.08683 4.40492 3.34239 8.81985 3.11985 5.13138 2.69588 6.62221 10.8609 9.45073 20.1158 25.8818 3.14805 8.4405 27.3612 16.0563 13.2224 25.0183 28.2955 31.0946 33.4911
 1.72161 0.0510269 5.3582 5.41496 2.52113 7.72875 12.899 12.9872 4.12989 8.87234 15.3383 20.4733 8.34107 15.577 2.97006 23.2566 19.2345 32.8699 26.0736 7.9458 35.0707 39.4197
 1.65661 0.444594 1.47899 5.7304 6.96554 0.427381 4.65755 8.59304 0.388379 12.4436 2.56209 20.882 0.680013 11.9778 22.5428 8.97488 14.8651 18.1632 33.5467 37.1496 41.354 23.2481
 0.770653 3.92798 1.75457 6.00531 6.34541 5.10843 7.96667 8.84451 17.4084 6.13605 0.0456557 21.2607 12.6695 26.3209 7.95343 12.0385 29.754 3.89257 1.57952 15.1335 14.8135 34.658
 1.94531 3.02512 2.79208 3.45006 9.3527 8.09497 11.6612 5.40641 1.01407 3.614 11.6274 3.41612 9.61303 24.0607 7.2045 30.5537 17.7403 12.2413 33.1374 7.29637 18.15 41.3882
 1.48265 2.25422 1.89575 1.80132 0.270699 5.35453 13.6274 12.1664 11.2926 16.8389 16.571 20.4015 2.09638 8.01196 2.89224 16.9341 24.073 1.3195 2.50844 23.9766 26.5636 28.2098
 1.53929 3.94604 4.98685 3.23911 0.806909 2.41597 12.2807 12.6493 10.1698 3.71776 11.6019 6.73189 0.472121 9.09891 24.34 23.4626 17.7258 32.5897 29.6235 30.6223 17.636 35.3375
 1.13065 0.764306 0.797082 5.45451 9.17508 0.560686 2.77804 7.67992 15.489 4.76699 10.1658 11.336 16.5663 9.42875 24.4032 21.8806 20.101 19.9924 14.378 37.5341 6.10767 19.3902
 1.14457 1.29704 3.19071 2.45808 9.21079 4.27418 6.01538 15.1592 1.00638 12.3148 3.7102 15.5586 20.4869 4.26319 19.5608 1.47465 22.7677 15.2737 24.9731 34.0123 39.83 2.77828
 1.33842 3.86987 1.91314 1.92535 9.03989 0.684103 5.3386 14.7334 12.1842 1.00467 4.61794 18.6729 20.1163 18.5559 28.1826 2.00201 33.2954 15.578 29.4797 7.77367 17.6885 13.9089
 0.67275 1.46623 5.30125 2.95175 7.26951 11.2837 10.4772 8.79128 4.69405 18.2318 15.8304 4.08557 5.90429 6.4875 29.5999 1.03128 20.8823 9.44963 37.4028 30.8615 8.14826 6.48579
 0.806909 1.80096 5.24686 3.0416 6.11225 11.0749 10.1534 5.62859 2.42256 0.187384 12.8487 3.76696 9.49559 0.162358 19.4675 14.1567 4.79904 20.3253 36.6037 23.0561 15.1903 20.8861
 0.39906 3.69103 1.74963 2.99008 6.48457 5.98517 9.95898 14.7705 14.7386 15.9972 12.5137 11.4415 14.4445 1.98846 8.69045 24.8181 2.76424 29.0509 15.2756 27.9586 36.4602 33.5301
