   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.1836898e-04   1.3220143e-01   1.8300083e-01   3.4696173e-02   4.1550414e-02   1.1886785e-02   1.9687433e-02   3.6707346e-02   2.1603087e-01   2.1490381e-01   8.3770365e-03   3.9266986e-02   6.1272510e-02
   4.6085286e-04   1.6573382e-01   6.8954630e-02   9.5384685e-02   3.2922835e-02   2.9682145e-02   1.1086546e-02   1.1289853e-01   1.2302479e-01   1.7257104e-01   1.4748362e-01   5.5187446e-03   3.4277751e-02
   5.0514419e-04   1.9593387e-02   1.7875610e-01   1.7633870e-01   6.6485297e-03   1.9192752e-01   9.3977915e-02   7.3242024e-03   3.4254472e-02   1.0682723e-02   1.3177442e-02   1.9390443e-01   7.2909435e-02
   5.1386252e-04   3.1182057e-02   1.5590995e-01   1.2820885e-01   1.2529922e-01   1.2759067e-01   4.6903010e-03   2.6937510e-02   1.0582277e-01   1.7967582e-02   1.3250037e-01   1.2931341e-01   1.4063434e-02
   5.4303371e-04   5.1567420e-02   1.6872112e-01   5.8502439e-03   2.2897957e-02   8.6376773e-02   5.5893505e-02   8.3237604e-02   3.7484893e-02   1.5573680e-01   1.7879852e-01   5.2170926e-02   1.0072120e-01
   9.8449995e-04   1.0734738e-02   1.0782463e-01   1.2109548e-01   7.0947657e-02   3.7787570e-03   1.1133954e-01   1.7277806e-02   1.4142062e-01   6.4387872e-02   1.0949906e-01   1.5329224e-01   8.7417102e-02
   1.0495637e-03   3.6247869e-02   1.8874996e-01   9.3939996e-02   1.4890690e-01   3.9999931e-03   2.8888643e-02   8.1314367e-02   9.6338362e-02   1.0183644e-01   1.3009250e-01   1.9556417e-02   6.9078984e-02
   1.3458250e-03   1.8969352e-01   3.2544624e-02   1.1201919e-02   4.5584781e-02   5.2103374e-03   1.6559277e-01   4.6509688e-02   8.1989423e-03   1.3883971e-01   4.3406196e-02   8.8825941e-02   2.2304575e-01
   1.3460741e-03   4.4292042e-02   3.5337307e-03   5.4588289e-02   4.4383526e-02   9.3266138e-02   6.8343918e-03   2.0299594e-03   1.6528611e-01   8.2750728e-02   8.8395083e-02   2.0533193e-01   2.0796200e-01
   1.4795856e-03   1.5174027e-01   3.6850436e-02   1.3917157e-01   3.2613032e-02   7.8285990e-02   1.5629226e-01   1.7237365e-01   1.6900784e-01   2.0744529e-02   8.8257109e-03   2.2357168e-02   1.0257970e-02
   1.8350869e-03   4.5348592e-03   1.1199820e-01   7.0693624e-02   1.8502247e-01   3.0362002e-02   5.0881435e-02   2.1721531e-01   2.1966301e-02   1.3236570e-02   3.6071891e-02   2.0308103e-01   5.3101217e-02
   1.9679262e-03   5.8425549e-03   2.5804054e-02   1.8637129e-02   1.4500020e-02   1.1686470e-01   1.0495498e-02   1.1990512e-01   1.9399830e-01   1.8953081e-01   7.0068270e-02   3.6965227e-02   1.9542039e-01
   2.0031052e-03   2.6702958e-02   1.6016075e-01   1.7300084e-02   4.5535050e-02   1.9851929e-01   2.4917634e-02   6.1013934e-02   1.3693554e-01   5.2582163e-02   9.3121475e-03   8.0053700e-02   1.8496364e-01
   2.9977244e-03   1.1865800e-01   5.2835984e-02   1.0926131e-03   1.6632003e-01   8.0485040e-02   1.4002770e-01   1.2214300e-01   8.6771876e-02   1.4775941e-02   1.3267222e-01   7.8949387e-02   2.2704853e-03
   3.4329997e-03   6.6488013e-03   2.2948359e-01   1.3649846e-01   2.3099542e-02   2.4509754e-02   3.1284619e-02   9.0985991e-02   1.4490563e-01   8.9133406e-03   3.9009199e-02   9.3419563e-02   1.6780852e-01
   4.0037260e-03   5.5589584e-02   9.3234304e-02   2.8344394e-02   1.5427995e-01   1.3131741e-01   7.8066842e-04   1.5958096e-01   1.4670606e-01   1.0696723e-01   7.0355837e-03   2.7619627e-02   8.4540491e-02
   4.0452574e-03   4.6562460e-02   1.9673753e-01   1.2922566e-02   1.8744227e-01   1.4937623e-01   1.2083493e-02   3.3095240e-02   9.5442561e-02   3.3390623e-03   6.9234998e-02   7.7766622e-03   1.8194167e-01
   4.3425761e-03   1.7370662e-01   1.8658901e-01   4.5202253e-02   5.0052438e-03   4.0512827e-02   1.2308627e-01   1.0958795e-01   1.5904180e-02   2.0082851e-01   7.7049785e-03   2.7738617e-02   5.9790956e-02
   4.6338767e-03   5.1255410e-02   1.4646958e-01   1.2292853e-02   3.2268852e-02   1.7605507e-02   1.0600076e-01   9.6749491e-02   5.3088672e-02   4.0905265e-02   8.9441740e-02   1.1810318e-01   2.3118482e-01
   4.7052254e-03   1.8673932e-01   2.7732765e-02   5.7854127e-03   9.0560464e-02   1.5652652e-01   5.1259887e-02   4.5657839e-03   8.7286597e-02   8.3030032e-02   1.6949778e-02   1.5516651e-01   1.2969171e-01
   4.8364469e-03   4.3970570e-02   5.1588401e-02   1.2326905e-01   5.6821695e-02   2.9752984e-01   3.6517096e-02   4.7849198e-02   1.0258701e-01   1.6184346e-01   2.4945674e-02   4.5709404e-03   4.3670621e-02
   5.1603009e-03   1.7710642e-01   7.8407355e-02   2.0916075e-02   1.3923802e-02   1.8909522e-01   1.5594793e-01   5.2511042e-02   2.6300864e-03   1.4200154e-01   4.1870275e-03   1.3240585e-01   2.5707344e-02
   5.1844081e-03   6.4766599e-02   1.5493580e-01   1.3200381e-01   4.6262687e-02   1.5249141e-01   1.1447062e-01   4.6068522e-02   2.1801800e-02   6.3656347e-02   1.7855859e-01   4.3039278e-03   1.5495478e-02
   5.4557950e-03   9.2634903e-02   1.4448610e-01   1.8005266e-02   2.3737451e-03   4.8180510e-02   4.6245643e-02   8.3615792e-02   2.0540437e-01   3.1497622e-02   4.7316893e-02   1.6373374e-01   1.1104962e-01
   5.9436626e-03   4.0214764e-02   2.9079054e-03   1.6416383e-01   1.6377234e-01   1.6325627e-01   9.7003150e-02   2.1136786e-02   9.6049507e-02   1.6087215e-02   1.7904910e-02   3.0517209e-02   1.8104245e-01
   5.9996805e-03   1.6278542e-01   1.3891626e-01   4.6729222e-02   1.0196618e-01   2.5930297e-02   2.3408922e-03   1.8232042e-01   2.4830505e-01   3.4321152e-02   2.9396668e-02   1.8121106e-02   2.8676480e-03
   6.1302109e-03   4.9139192e-02   1.8071499e-02   4.3595490e-02   1.3202667e-02   1.0588031e-01   1.3161450e-01   2.1268445e-01   2.3389396e-01   6.6522938e-02   6.5272521e-03   6.5178925e-02   4.7558600e-02
   7.0425251e-03   1.5441206e-01   1.2143182e-01   1.5799183e-01   1.4987969e-01   1.9197453e-01   6.1706618e-03   3.6206401e-03   9.7984979e-02   5.5468984e-02   1.1875448e-02   6.0039168e-03   3.6142905e-02
   7.1279903e-03   1.3508120e-01   1.2985744e-01   1.7072499e-01   1.2784092e-01   2.0549370e-02   3.5967262e-02   4.1628252e-02   1.5320413e-01   1.1403535e-02   2.7427832e-02   1.0688732e-01   3.2299758e-02
