   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.7731843e-05   1.1310615e-02   1.7040420e-01   1.0845775e-01   4.6664436e-02   2.3200127e-01   2.2176442e-01   8.5991856e-02   6.0533609e-03   9.0893137e-02   2.6431222e-02
   4.2678165e-05   1.9155034e-01   1.3502349e-02   1.6261431e-01   1.5024757e-01   4.0808195e-02   6.4206866e-02   4.3059190e-03   1.7969970e-01   2.0132721e-02   1.7288936e-01
   1.6703347e-04   3.1699275e-01   5.6140882e-02   3.3453974e-02   9.6262148e-02   6.7087850e-02   1.0563956e-02   3.1822426e-03   5.6836904e-02   3.0036223e-01   5.8950028e-02
   9.0776114e-04   1.5144863e-02   1.9016538e-01   3.4945093e-02   1.2226372e-02   7.4918585e-02   2.7959343e-01   1.7550917e-01   1.2877338e-01   1.6518950e-02   7.1297018e-02
   1.0340950e-03   1.6277378e-01   1.6522576e-01   3.1732050e-02   2.0905025e-01   6.5678302e-02   1.5829383e-02   1.9185529e-01   1.3684437e-01   6.5599906e-03   1.3416734e-02
   1.0567470e-03   5.6364430e-02   5.4557916e-02   1.3425455e-02   2.6808984e-02   8.1606539e-02   3.0326983e-02   1.4518118e-01   3.5134957e-03   2.9000751e-01   2.9715076e-01
   1.4413781e-03   5.4676538e-02   4.4794649e-02   6.5971074e-02   4.4605453e-03   1.4078836e-01   1.6091905e-01   4.5348137e-02   2.0972797e-01   1.6396128e-01   1.0791102e-01
   1.5033834e-03   2.4882096e-01   4.9928063e-02   3.1587150e-02   3.4774101e-02   1.6177742e-01   1.2014936e-01   1.2702509e-01   7.5212170e-02   3.4954566e-02   1.1426773e-01
   1.5089942e-03   2.0561101e-01   2.3006238e-01   9.7548687e-02   1.4109264e-02   2.2922492e-01   4.4913715e-02   7.8561407e-02   6.2725518e-03   5.3790279e-02   3.8396790e-02
   1.8078671e-03   8.9053875e-02   3.1242290e-01   1.4808864e-01   7.1306993e-02   1.7737666e-02   9.5843612e-03   1.1804184e-02   1.6374121e-01   1.0468688e-01   6.9765419e-02
   2.2219571e-03   1.8972867e-01   6.0729616e-02   1.5569686e-02   1.3782387e-01   2.1790867e-01   2.8029103e-02   8.4066792e-02   1.7616054e-01   8.6856710e-02   9.0438895e-04
   2.4393501e-03   1.0406481e-01   2.1130648e-01   1.9889261e-01   1.5558627e-02   1.9368326e-01   2.4828497e-03   3.8721637e-02   1.5416407e-01   1.0068033e-02   6.8618266e-02
   2.4633974e-03   4.9898326e-02   2.9500054e-02   1.2242653e-01   8.7296741e-03   1.1397566e-01   1.4204164e-02   3.1833349e-01   1.6680070e-01   1.0867818e-01   6.4989824e-02
   2.5770227e-03   1.6771645e-01   7.5312026e-02   4.2964596e-02   1.2533294e-01   2.2584897e-02   1.6166950e-01   1.8397322e-01   1.0379490e-01   6.9374126e-02   4.4700321e-02
