   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.6789644e-05   2.5243814e-01   5.0212101e-02   3.6994907e-01   6.3403774e-02   2.7311112e-02   5.0731584e-02   4.4203815e-02   1.4169362e-01
   2.4224161e-04   2.0369334e-01   1.3640951e-01   1.3532334e-01   4.2019101e-02   2.4379540e-01   3.9571740e-03   6.6465970e-02   1.6809394e-01
   4.8931226e-04   1.1582630e-01   3.0033555e-01   2.1633152e-01   2.5481681e-02   2.3260808e-02   1.3540247e-01   7.6461762e-02   1.0641059e-01
   1.0546298e-03   4.6403712e-03   2.7103987e-01   3.9400970e-01   1.0124446e-01   4.6614638e-02   1.0272094e-01   5.4629825e-02   2.4045560e-02
   1.0784630e-03   3.1945556e-02   2.0360975e-01   1.0646130e-01   1.0893018e-02   1.6477788e-01   2.7945646e-02   2.5826929e-01   1.9501909e-01
   1.0831400e-03   8.6101929e-02   2.0358928e-01   7.0322064e-02   2.9154997e-01   2.0600848e-02   4.5388724e-02   2.3799879e-02   2.5756417e-01
   1.3910323e-03   1.8524268e-02   2.7068919e-01   1.2349213e-01   1.7685509e-01   1.5337439e-01   1.2732076e-02   1.8741870e-01   5.5523117e-02
   1.5463644e-03   1.5639164e-01   2.2831207e-01   3.2609601e-01   1.6102361e-01   1.2217058e-02   6.8845562e-04   6.3978970e-02   4.9745813e-02
   1.5606488e-03   1.4498711e-02   2.2110835e-01   2.1272127e-01   1.1556464e-01   6.1267366e-03   2.1168184e-01   2.1545203e-01   1.2857750e-03
   1.7289213e-03   9.5315953e-02   6.4251404e-02   1.7741080e-02   5.4607157e-03   5.3421794e-02   3.3406203e-01   1.8928872e-01   2.3872938e-01
