   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   7.1786934e-04   3.6432005e-01   1.9169101e-01   4.4327108e-01
   7.4625209e-04   2.1146216e-02   3.2579036e-01   6.5231717e-01
   2.9787085e-03   4.3489525e-01   4.3327072e-01   1.2885532e-01
   6.8644101e-03   8.0605098e-03   6.9080697e-01   2.9426811e-01
   7.4644499e-03   2.9561518e-01   5.5195001e-01   1.4497036e-01
   8.8065628e-03   7.9168953e-01   1.1525574e-01   8.4248177e-02
   1.3366039e-02   2.6358854e-01   9.3663754e-02   6.2938166e-01
   1.6742250e-02   7.0294931e-01   2.5392151e-01   2.6386926e-02
   1.7726105e-02   3.9470917e-01   4.9133507e-02   5.3843122e-01
   1.9765453e-02   1.3864887e-01   8.2180580e-01   1.9779884e-02
   2.0367607e-02   2.8718264e-02   4.6600658e-01   4.8490755e-01
   2.4472199e-02   1.0247326e-01   7.4959558e-01   1.2345896e-01
   2.5525038e-02   3.6562906e-02   1.4053363e-01   7.9737843e-01
   2.6184781e-02   6.7379436e-01   4.1687546e-03   2.9585210e-01
   3.0321425e-02   5.9933819e-01   1.6152452e-01   2.0881587e-01
   3.1698227e-02   4.6486629e-02   9.5001195e-03   9.1231502e-01
   3.3493490e-02   5.5877513e-01   1.3726008e-03   4.0635878e-01
   3.4763989e-02   2.0259852e-01   2.6209086e-01   5.0054664e-01
   3.6080772e-02   5.9249024e-01   3.1613563e-01   5.5293364e-02
   4.2534008e-02   8.2970645e-03   5.6240109e-01   3.8676783e-01
   5.5295369e-02   1.6377093e-01   1.2034852e-02   7.6889884e-01
   5.5354616e-02   9.2530257e-01   1.4836727e-02   4.5060870e-03
   5.9343692e-02   5.1739415e-01   4.2244079e-01   8.2136389e-04
   6.0513991e-02   4.7830508e-01   1.6713033e-01   2.9405060e-01
   6.8031462e-02   1.9113182e-01   6.5031567e-01   9.0521051e-02
   7.1285448e-02   3.0207381e-01   1.1889301e-01   5.0774773e-01
   7.4362036e-02   2.2569004e-01   4.5586969e-01   2.4407823e-01
   7.5013583e-02   3.1822098e-01   3.3361691e-01   2.7314853e-01
   7.6178905e-02   1.7863240e-01   3.4538815e-01   3.9980054e-01
   8.8931592e-02   4.4663954e-02   3.4535621e-01   5.2104824e-01
   1.0714366e-01   3.4141080e-01   4.4880622e-01   1.0263932e-01
   1.1867704e-01   3.8910506e-03   8.5749027e-01   1.9941634e-02
   1.2474070e-01   2.6297409e-01   5.6559786e-01   4.6687352e-02
   1.3157731e-01   6.2764557e-01   1.9787865e-01   4.2898459e-02
   1.3534839e-01   4.7573007e-02   1.9122422e-01   6.2585438e-01
   1.4231090e-01   2.2761152e-01   2.1465200e-01   4.1542558e-01
   1.5081564e-01   1.7368066e-02   1.3375982e-02   8.1844032e-01
   1.5245736e-01   1.5474792e-01   3.1954275e-02   6.6084044e-01
   1.5481982e-01   3.4833211e-01   1.1585160e-01   3.8099647e-01
   1.6082504e-01   5.2878181e-01   1.8234725e-01   1.2804590e-01
   1.6612284e-01   1.0661633e-01   6.2893624e-01   9.8324588e-02
   1.6829747e-01   3.4594037e-01   3.1923383e-01   1.6652833e-01
   1.6837473e-01   3.8585440e-01   4.3557317e-03   4.4141514e-01
   1.7615908e-01   4.9033448e-01   8.1493325e-03   3.2535711e-01
   1.7739420e-01   8.0218300e-01   4.1704590e-03   1.6252348e-02
   1.8168767e-01   2.5551065e-02   5.9477169e-01   1.9798957e-01
   1.8588894e-01   5.0927874e-02   4.7029914e-01   2.9288405e-01
   1.8838317e-01   1.4490744e-01   3.5793874e-01   3.0877065e-01
   2.0081441e-01   6.0729756e-01   2.4638460e-02   1.6724957e-01
   2.1969436e-01   1.0262230e-03   7.2931928e-01   4.9960140e-02
   2.2036671e-01   2.0132629e-01   5.8295197e-02   5.2001180e-01
   2.2609302e-01   4.8295973e-01   2.4636635e-01   4.4580891e-02
   2.2629348e-01   3.4254793e-01   3.9769093e-01   3.3467657e-02
   2.2704634e-01   1.2503523e-01   4.7297833e-01   1.7494010e-01
   2.5761739e-01   1.3023779e-01   6.0797596e-01   4.1688550e-03
   2.6520680e-01   4.5719330e-01   6.5193966e-02   2.1240593e-01
   2.6640825e-01   2.1625886e-01   4.5805479e-01   5.9278089e-02
   2.7275580e-01   2.3038762e-03   3.6556904e-01   3.5937128e-01
   2.7512783e-01   2.7815700e-01   1.8747921e-01   2.5923596e-01
   2.7760495e-01   1.4087158e-01   1.5970266e-01   4.2182081e-01
   2.9173199e-01   3.6266016e-01   3.9488029e-04   3.4521298e-01
   3.0313260e-01   5.3517264e-01   1.2865249e-01   3.3042268e-02
   3.2106873e-01   6.3917742e-01   1.4729118e-02   2.5024725e-02
   3.2670945e-01   3.7458038e-01   1.3949536e-01   1.5921481e-01
   3.3171193e-01   2.6551419e-01   3.0773410e-01   9.5039780e-02
   3.7963220e-01   7.3187298e-02   4.2437253e-01   1.2280797e-01
   3.9078823e-01   6.2941345e-02   3.2795594e-01   2.1831448e-01
   3.9376510e-01   1.0383443e-02   2.4617849e-01   3.4967297e-01
   4.0214889e-01   3.4500294e-01   2.3015656e-01   2.2691618e-02
   4.0326125e-01   1.8411544e-01   2.5222269e-03   4.1010108e-01
   4.1770250e-01   1.5362982e-01   1.5461350e-01   2.7405417e-01
   4.1871597e-01   2.2525381e-02   5.3449616e-01   2.4262496e-02
