   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0644021e-03   1.9211843e-01   3.1547202e-01   4.4516524e-01   4.6179904e-02
   1.5110618e-03   4.4466467e-01   2.1377293e-02   2.2189119e-01   3.1055579e-01
   1.9522744e-03   1.1791305e-01   3.3777785e-01   1.9304430e-01   3.4931252e-01
   5.6932662e-03   1.6844545e-01   1.7071937e-01   3.6708665e-01   2.8805526e-01
   6.9150768e-03   4.2113023e-01   3.0136355e-02   3.7909814e-01   1.6272020e-01
   1.0313059e-02   4.7902972e-01   1.3488753e-02   2.8931038e-02   4.6823743e-01
   1.1762208e-02   4.8019970e-02   1.6935495e-01   7.2238213e-01   4.8480747e-02
   1.2492810e-02   5.8507925e-04   4.8227574e-02   1.2521536e-01   8.1347917e-01
   1.2618540e-02   2.3768160e-03   2.0774511e-01   2.1599817e-01   5.6126136e-01
   1.4056401e-02   6.9698282e-02   2.9534341e-03   6.1437671e-01   2.9891517e-01
   1.4176009e-02   2.3486495e-02   5.0350666e-01   1.4106644e-01   3.1776440e-01
   1.6259672e-02   1.3553756e-01   7.7265839e-02   7.9701484e-02   6.9123545e-01
   1.7296903e-02   2.0569188e-02   2.8540318e-01   3.3416526e-01   3.4256547e-01
   1.9448867e-02   2.3358332e-01   6.9007867e-01   4.8096868e-03   5.2079452e-02
   2.4146262e-02   6.0046550e-01   1.8338778e-02   3.4591951e-01   1.1129953e-02
   2.4645743e-02   5.0053229e-01   3.3872959e-01   1.1004798e-01   2.6044404e-02
   2.5389028e-02   3.8491438e-01   3.1011040e-01   2.7855215e-01   1.0340370e-03
   2.5660585e-02   1.7663712e-01   4.6312409e-01   2.5326354e-01   8.1314666e-02
   2.6129470e-02   5.8127062e-01   1.9556780e-01   6.3482056e-02   1.3355005e-01
   3.0174461e-02   1.3651449e-02   4.9236833e-03   2.7040083e-01   6.8084957e-01
   3.0326292e-02   2.6250091e-02   6.9343641e-01   1.8795388e-02   2.3119182e-01
   3.4680129e-02   1.1731605e-01   6.7381063e-01   1.6046163e-01   1.3731561e-02
   3.5662013e-02   1.2488508e-01   3.6898245e-04   4.1722146e-01   4.2186247e-01
