2.2495 2.2962 2.3671 2.4331 2.5198 2.5706 2.6591 2.7158 2.8125 2.8942 2.9657 3.0545 3.1249 3.2065 3.3264 3.4678 1.9486 2.0189 2.1156 2.1951 
2.2495 2.2962 2.3671 2.4331 2.5198 2.5706 2.6591 2.7158 2.8125 2.8942 2.9657 1.7232 1.7864 1.8929 2.0031 2.1161 2.1865 2.2473 2.3345 2.3928 
2.2495 2.2962 2.3671 2.4331 2.5198 2.5706 2.6591 2.7158 2.8125 1.6066 1.7195 1.8189 1.8763 1.9791 2.1202 2.2403 2.3204 2.3889 2.5375 2.6177 
2.2495 2.2962 2.3671 1.3497 1.4921 1.5620 1.7006 1.8481 1.9457 2.0905 2.2344 1.3750 1.4577 1.5932 1.7324 1.8665 1.9755 2.0440 2.2005 2.2993 
2.2495 2.2962 2.3671 1.3497 1.4921 1.5620 1.7006 1.8481 1.9457 2.0905 2.2344 1.3750 1.4577 1.5932 1.7324 1.8665 1.9755 2.0440 2.2005 2.2993 
2.2495 2.2962 2.3671 1.3497 1.4921 1.5620 1.7006 1.8481 1.9457 2.0905 2.2316 1.3724 1.4551 1.5906 1.7298 1.8639 1.9729 2.0414 2.1979 2.2967 
2.2495 2.2962 2.3671 1.3497 1.4921 1.5620 1.7006 1.8481 1.9457 2.0905 2.2316 1.3724 1.4551 1.5906 1.7298 1.8639 1.9729 2.0414 2.1979 2.2967 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.9773 2.1325 2.2400 1.3265 1.4587 1.5775 1.6987 1.8785 2.0202 2.1938 1.3821 1.4718 1.5782 1.6674 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.9773 2.1325 2.2400 1.3265 1.4587 1.5775 1.6987 1.8785 2.0202 2.1938 1.3821 1.4718 1.5782 1.6674 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7731 1.9484 2.1036 2.2111 1.3265 1.4587 1.5775 1.6987 1.8785 2.0202 2.1938 1.3821 1.4718 1.5782 1.6674 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7731 1.9484 2.1036 2.2111 1.3265 1.4587 1.5775 1.6987 1.8785 2.0202 2.1938 1.3821 1.4718 1.5782 1.6674 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.8586 1.9676 2.0361 1.3300 1.4461 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.8586 1.9676 2.0361 1.3300 1.4461 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.8586 1.9676 1.3203 1.4806 1.5968 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.8586 1.3100 1.3900 1.5504 1.6626 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.8586 1.3100 1.3900 1.5504 1.6626 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8185 1.3266 1.4093 1.5525 1.6841 1.2978 1.3817 1.4521 1.6279 1.7421 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8159 1.3240 1.4067 1.5499 1.6815 1.2952 1.3791 1.4495 1.6253 1.7395 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8159 1.3240 1.4067 1.5499 1.6815 1.2952 1.3791 1.4495 1.6253 1.7395 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.6497 1.8159 1.3240 1.4067 1.5499 1.6815 1.2952 1.3791 1.4495 1.6253 1.7395 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7924 1.2789 1.3898 1.4874 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7731 1.2789 1.3898 1.4874 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7731 1.2789 1.3898 1.4874 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.5223 1.6666 1.7731 1.2789 1.3898 1.4874 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.5223 1.6634 1.7698 1.2757 1.3866 1.4841 1.2693 1.4111 1.2848 1.3925 1.5511 1.6846 1.2842 1.3682 1.4386 1.6220 1.7362 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.6259 1.7401 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2641 1.3480 1.4184 1.6019 1.7161 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2641 1.3480 1.4184 1.6019 1.7161 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.2624 1.3979 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.6878 1.2881 1.3721 1.4425 1.2624 1.3979 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.5997 1.2804 1.4062 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.5997 1.2804 1.4062 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.5997 1.2804 1.4062 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.5997 1.2804 1.4062 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.2804 1.4735 1.5916 
1.2293 1.2985 1.4332 1.2338 1.4148 1.5021 1.2500 1.3840 1.4815 1.2725 1.4144 1.2880 1.3958 1.5544 1.2739 1.4241 1.5177 1.2804 1.4735 1.5916 
